fecha,cod_ine,CCAA,total
2020-04-28,01,Andalucía,13195
2020-04-29,01,Andalucía,13445
2020-04-30,01,Andalucía,13624
2020-05-01,01,Andalucía,13881
2020-05-02,01,Andalucía,14128
2020-05-03,01,Andalucía,14251
2020-05-04,01,Andalucía,14311
2020-05-05,01,Andalucía,14351
2020-05-06,01,Andalucía,14593
2020-05-07,01,Andalucía,14824
2020-05-08,01,Andalucía,15002
2020-05-09,01,Andalucía,15180
2020-05-10,01,Andalucía,15355
2020-05-11,01,Andalucía,15422
2020-05-12,01,Andalucía,15522
2020-05-13,01,Andalucía,15629
2020-05-14,01,Andalucía,15823
2020-05-15,01,Andalucía,16068
2020-05-16,01,Andalucía,16263
2020-05-17,01,Andalucía,16432
2020-05-18,01,Andalucía,16457
2020-05-19,01,Andalucía,16488
2020-05-20,01,Andalucía,16501
2020-05-21,01,Andalucía,16546
2020-02-21,02,Aragón,0
2020-02-22,02,Aragón,0
2020-02-23,02,Aragón,0
2020-02-24,02,Aragón,0
2020-02-25,02,Aragón,0
2020-02-26,02,Aragón,0
2020-02-27,02,Aragón,0
2020-02-28,02,Aragón,0
2020-02-29,02,Aragón,0
2020-03-01,02,Aragón,0
2020-03-02,02,Aragón,0
2020-03-03,02,Aragón,0
2020-03-04,02,Aragón,0
2020-03-05,02,Aragón,1
2020-03-06,02,Aragón,1
2020-03-07,02,Aragón,5
2020-03-08,02,Aragón,5
2020-03-09,02,Aragón,7
2020-03-10,02,Aragón,30
2020-03-11,02,Aragón,38
2020-03-12,02,Aragón,45
2020-03-13,02,Aragón,64
2020-03-14,02,Aragón,80
2020-03-15,02,Aragón,121
2020-03-16,02,Aragón,147
2020-03-17,02,Aragón,207
2020-03-18,02,Aragón,226
2020-03-19,02,Aragón,281
2020-03-20,02,Aragón,360
2020-03-21,02,Aragón,424
2020-03-22,02,Aragón,532
2020-03-23,02,Aragón,638
2020-03-24,02,Aragón,758
2020-03-25,02,Aragón,907
2020-03-26,02,Aragón,1116
2020-03-27,02,Aragón,1338
2020-03-28,02,Aragón,1592
2020-03-29,02,Aragón,1858
2020-03-30,02,Aragón,2078
2020-03-31,02,Aragón,2272
2020-04-01,02,Aragón,2491
2020-04-02,02,Aragón,2700
2020-04-03,02,Aragón,2889
2020-04-04,02,Aragón,3078
2020-04-05,02,Aragón,3232
2020-04-06,02,Aragón,3347
2020-04-07,02,Aragón,3449
2020-04-08,02,Aragón,3549
2020-04-09,02,Aragón,3685
2020-04-10,02,Aragón,3831
2020-04-11,02,Aragón,3998
2020-04-12,02,Aragón,4125
2020-04-13,02,Aragón,4248
2020-04-14,02,Aragón,4332
2020-04-15,02,Aragón,4450
2020-04-16,02,Aragón,4566
2020-04-17,02,Aragón,4664
2020-04-18,02,Aragón,4761
2020-04-19,02,Aragón,4831
2020-04-20,02,Aragón,4886
2020-04-21,02,Aragón,4938
2020-04-22,02,Aragón,5054
2020-04-23,02,Aragón,5237
2020-04-24,02,Aragón,5295
2020-04-25,02,Aragón,5382
2020-04-26,02,Aragón,5456
2020-04-27,02,Aragón,5504
2020-04-28,02,Aragón,5557
2020-04-29,02,Aragón,5652
2020-04-30,02,Aragón,5971
2020-05-01,02,Aragón,6103
2020-05-02,02,Aragón,6164
2020-05-03,02,Aragón,6208
2020-05-04,02,Aragón,6239
2020-05-05,02,Aragón,6282
2020-05-06,02,Aragón,6382
2020-05-07,02,Aragón,6516
2020-05-08,02,Aragón,6575
2020-05-09,02,Aragón,6656
2020-05-10,02,Aragón,6702
2020-05-11,02,Aragón,6731
2020-05-12,02,Aragón,6797
2020-05-13,02,Aragón,6856
2020-05-14,02,Aragón,6943
2020-05-15,02,Aragón,7015
2020-05-16,02,Aragón,7125
2020-05-17,02,Aragón,7177
2020-05-18,02,Aragón,7201
2020-05-19,02,Aragón,7271
2020-05-20,02,Aragón,7302
2020-05-21,02,Aragón,7339
2020-02-21,03,Asturias,0
2020-02-22,03,Asturias,0
2020-02-23,03,Asturias,0
2020-02-24,03,Asturias,0
2020-02-25,03,Asturias,0
2020-02-26,03,Asturias,0
2020-02-27,03,Asturias,0
2020-02-28,03,Asturias,0
2020-02-29,03,Asturias,0
2020-03-01,03,Asturias,1
2020-03-02,03,Asturias,1
2020-03-03,03,Asturias,1
2020-03-04,03,Asturias,2
2020-03-05,03,Asturias,4
2020-03-06,03,Asturias,4
2020-03-07,03,Asturias,7
2020-03-08,03,Asturias,8
2020-03-09,03,Asturias,10
2020-03-10,03,Asturias,15
2020-03-11,03,Asturias,32
2020-03-12,03,Asturias,37
2020-03-13,03,Asturias,40
2020-03-14,03,Asturias,86
2020-03-15,03,Asturias,123
2020-03-16,03,Asturias,160
2020-03-17,03,Asturias,224
2020-03-18,03,Asturias,269
2020-03-19,03,Asturias,310
2020-03-20,03,Asturias,429
2020-03-21,03,Asturias,524
2020-03-22,03,Asturias,569
2020-03-23,03,Asturias,621
2020-03-24,03,Asturias,754
2020-03-25,03,Asturias,812
2020-03-26,03,Asturias,891
2020-03-27,03,Asturias,960
2020-03-28,03,Asturias,1037
2020-03-29,03,Asturias,1143
2020-03-30,03,Asturias,1206
2020-03-31,03,Asturias,1295
2020-04-01,03,Asturias,1367
2020-04-02,03,Asturias,1435
2020-04-03,03,Asturias,1504
2020-04-04,03,Asturias,1585
2020-04-05,03,Asturias,1640
2020-04-06,03,Asturias,1695
2020-04-07,03,Asturias,1718
2020-04-08,03,Asturias,1751
2020-04-09,03,Asturias,1831
2020-04-10,03,Asturias,1889
2020-04-11,03,Asturias,1943
2020-04-12,03,Asturias,2030
2020-04-13,03,Asturias,2084
2020-04-14,03,Asturias,2119
2020-04-15,03,Asturias,2194
2020-04-16,03,Asturias,2247
2020-04-17,03,Asturias,2319
2020-04-18,03,Asturias,2366
2020-04-19,03,Asturias,2391
2020-04-20,03,Asturias,2407
2020-04-21,03,Asturias,2449
2020-04-22,03,Asturias,2507
2020-04-23,03,Asturias,2559
2020-04-24,03,Asturias,2599
2020-04-25,03,Asturias,2642
2020-04-26,03,Asturias,2702
2020-04-27,03,Asturias,2735
2020-04-28,03,Asturias,2806
2020-04-29,03,Asturias,2871
2020-04-30,03,Asturias,2922
2020-05-01,03,Asturias,2973
2020-05-02,03,Asturias,2997
2020-05-03,03,Asturias,3019
2020-05-04,03,Asturias,3031
2020-05-05,03,Asturias,3059
2020-05-06,03,Asturias,3090
2020-05-07,03,Asturias,3103
2020-05-08,03,Asturias,3159
2020-05-09,03,Asturias,3185
2020-05-10,03,Asturias,3200
2020-05-11,03,Asturias,3216
2020-05-12,03,Asturias,3227
2020-05-13,03,Asturias,3252
2020-05-14,03,Asturias,3267
2020-05-15,03,Asturias,3300
2020-05-16,03,Asturias,3327
2020-05-17,03,Asturias,3344
2020-05-18,03,Asturias,3355
2020-05-19,03,Asturias,3358
2020-05-20,03,Asturias,3359
2020-05-21,03,Asturias,3359
2020-02-21,04,Baleares,1
2020-02-22,04,Baleares,1
2020-02-23,04,Baleares,1
2020-02-24,04,Baleares,1
2020-02-25,04,Baleares,1
2020-02-26,04,Baleares,1
2020-02-27,04,Baleares,1
2020-02-28,04,Baleares,1
2020-02-29,04,Baleares,2
2020-03-01,04,Baleares,2
2020-03-02,04,Baleares,2
2020-03-03,04,Baleares,2
2020-03-04,04,Baleares,5
2020-03-05,04,Baleares,6
2020-03-06,04,Baleares,6
2020-03-07,04,Baleares,6
2020-03-08,04,Baleares,8
2020-03-09,04,Baleares,11
2020-03-10,04,Baleares,13
2020-03-11,04,Baleares,16
2020-03-12,04,Baleares,22
2020-03-13,04,Baleares,28
2020-03-14,04,Baleares,28
2020-03-15,04,Baleares,42
2020-03-16,04,Baleares,73
2020-03-17,04,Baleares,92
2020-03-18,04,Baleares,112
2020-03-19,04,Baleares,169
2020-03-20,04,Baleares,203
2020-03-21,04,Baleares,246
2020-03-22,04,Baleares,331
2020-03-23,04,Baleares,400
2020-03-24,04,Baleares,478
2020-03-25,04,Baleares,562
2020-03-26,04,Baleares,660
2020-03-27,04,Baleares,755
2020-03-28,04,Baleares,862
2020-03-29,04,Baleares,958
2020-03-30,04,Baleares,1000
2020-03-31,04,Baleares,1069
2020-04-01,04,Baleares,1131
2020-04-02,04,Baleares,1204
2020-04-03,04,Baleares,1257
2020-04-04,04,Baleares,1271
2020-04-05,04,Baleares,1293
2020-04-06,04,Baleares,1320
2020-04-07,04,Baleares,1369
2020-04-08,04,Baleares,1412
2020-04-09,04,Baleares,1448
2020-04-10,04,Baleares,1488
2020-04-11,04,Baleares,1507
2020-04-12,04,Baleares,1534
2020-04-13,04,Baleares,1550
2020-04-14,04,Baleares,1571
2020-04-15,04,Baleares,1605
2020-04-16,04,Baleares,1636
2020-04-17,04,Baleares,1667
2020-04-18,04,Baleares,1747
2020-04-19,04,Baleares,1772
2020-04-20,04,Baleares,1787
2020-04-21,04,Baleares,1807
2020-04-22,04,Baleares,1834
2020-04-23,04,Baleares,1859
2020-04-24,04,Baleares,1876
2020-04-25,04,Baleares,1905
2020-04-26,04,Baleares,1915
2020-04-27,04,Baleares,1920
2020-04-28,04,Baleares,1938
2020-04-29,04,Baleares,1948
2020-04-30,04,Baleares,1953
2020-05-01,04,Baleares,1968
2020-05-02,04,Baleares,1980
2020-05-03,04,Baleares,1986
2020-05-04,04,Baleares,1987
2020-05-05,04,Baleares,1993
2020-05-06,04,Baleares,2009
2020-05-07,04,Baleares,2019
2020-05-08,04,Baleares,2025
2020-05-09,04,Baleares,2038
2020-05-10,04,Baleares,2051
2020-05-11,04,Baleares,2054
2020-05-12,04,Baleares,2054
2020-05-13,04,Baleares,2059
2020-05-14,04,Baleares,2060
2020-05-15,04,Baleares,2069
2020-05-16,04,Baleares,2085
2020-05-17,04,Baleares,2094
2020-05-18,04,Baleares,2096
2020-05-19,04,Baleares,2109
2020-05-20,04,Baleares,2122
2020-05-21,04,Baleares,2131
2020-02-21,05,Canarias,1
2020-02-22,05,Canarias,1
2020-02-23,05,Canarias,1
2020-02-24,05,Canarias,1
2020-02-25,05,Canarias,2
2020-02-26,05,Canarias,5
2020-02-27,05,Canarias,6
2020-02-28,05,Canarias,6
2020-02-29,05,Canarias,6
2020-03-01,05,Canarias,7
2020-03-02,05,Canarias,7
2020-03-03,05,Canarias,7
2020-03-04,05,Canarias,7
2020-03-05,05,Canarias,8
2020-03-06,05,Canarias,11
2020-03-07,05,Canarias,11
2020-03-08,05,Canarias,17
2020-03-09,05,Canarias,22
2020-03-10,05,Canarias,25
2020-03-11,05,Canarias,37
2020-03-12,05,Canarias,51
2020-03-13,05,Canarias,70
2020-03-14,05,Canarias,90
2020-03-15,05,Canarias,109
2020-03-16,05,Canarias,119
2020-03-17,05,Canarias,148
2020-03-18,05,Canarias,181
2020-03-19,05,Canarias,220
2020-03-20,05,Canarias,287
2020-03-21,05,Canarias,348
2020-03-22,05,Canarias,414
2020-03-23,05,Canarias,481
2020-03-24,05,Canarias,557
2020-03-25,05,Canarias,657
2020-03-26,05,Canarias,784
2020-03-27,05,Canarias,878
2020-03-28,05,Canarias,1025
2020-03-29,05,Canarias,1125
2020-03-30,05,Canarias,1204
2020-03-31,05,Canarias,1262
2020-04-01,05,Canarias,1380
2020-04-02,05,Canarias,1444
2020-04-03,05,Canarias,1490
2020-04-04,05,Canarias,1564
2020-04-05,05,Canarias,1622
2020-04-06,05,Canarias,1649
2020-04-07,05,Canarias,1725
2020-04-08,05,Canarias,1762
2020-04-09,05,Canarias,1834
2020-04-10,05,Canarias,1858
2020-04-11,05,Canarias,1887
2020-04-12,05,Canarias,1918
2020-04-13,05,Canarias,1944
2020-04-14,05,Canarias,1958
2020-04-15,05,Canarias,1975
2020-04-16,05,Canarias,1988
2020-04-17,05,Canarias,2009
2020-04-18,05,Canarias,2035
2020-04-19,05,Canarias,2047
2020-04-20,05,Canarias,2067
2020-04-21,05,Canarias,2085
2020-04-22,05,Canarias,2094
2020-04-23,05,Canarias,2113
2020-04-24,05,Canarias,2140
2020-04-25,05,Canarias,2155
2020-04-26,05,Canarias,2167
2020-04-27,05,Canarias,2178
2020-04-28,05,Canarias,2187
2020-04-29,05,Canarias,2202
2020-04-30,05,Canarias,2205
2020-05-01,05,Canarias,2206
2020-05-02,05,Canarias,2212
2020-05-03,05,Canarias,2221
2020-05-04,05,Canarias,2225
2020-05-05,05,Canarias,2231
2020-05-06,05,Canarias,2231
2020-05-07,05,Canarias,2235
2020-05-08,05,Canarias,2240
2020-05-09,05,Canarias,2250
2020-05-10,05,Canarias,2258
2020-05-11,05,Canarias,2260
2020-05-12,05,Canarias,2268
2020-05-13,05,Canarias,2271
2020-05-14,05,Canarias,2275
2020-05-15,05,Canarias,2280
2020-05-16,05,Canarias,2284
2020-05-17,05,Canarias,2289
2020-05-18,05,Canarias,2294
2020-05-19,05,Canarias,2294
2020-05-20,05,Canarias,2300
2020-05-21,05,Canarias,2307
2020-02-21,06,Cantabria,0
2020-02-22,06,Cantabria,0
2020-02-23,06,Cantabria,0
2020-02-24,06,Cantabria,0
2020-02-25,06,Cantabria,0
2020-02-26,06,Cantabria,0
2020-02-27,06,Cantabria,0
2020-02-28,06,Cantabria,0
2020-02-29,06,Cantabria,0
2020-03-01,06,Cantabria,1
2020-03-02,06,Cantabria,10
2020-03-03,06,Cantabria,10
2020-03-04,06,Cantabria,10
2020-03-05,06,Cantabria,10
2020-03-06,06,Cantabria,10
2020-03-07,06,Cantabria,10
2020-03-08,06,Cantabria,12
2020-03-09,06,Cantabria,12
2020-03-10,06,Cantabria,12
2020-03-11,06,Cantabria,12
2020-03-12,06,Cantabria,16
2020-03-13,06,Cantabria,29
2020-03-14,06,Cantabria,31
2020-03-15,06,Cantabria,51
2020-03-16,06,Cantabria,58
2020-03-17,06,Cantabria,58
2020-03-18,06,Cantabria,68
2020-03-19,06,Cantabria,83
2020-03-20,06,Cantabria,144
2020-03-21,06,Cantabria,215
2020-03-22,06,Cantabria,282
2020-03-23,06,Cantabria,347
2020-03-24,06,Cantabria,425
2020-03-25,06,Cantabria,510
2020-03-26,06,Cantabria,671
2020-03-27,06,Cantabria,810
2020-03-28,06,Cantabria,937
2020-03-29,06,Cantabria,1023
2020-03-30,06,Cantabria,1100
2020-03-31,06,Cantabria,1171
2020-04-01,06,Cantabria,1213
2020-04-02,06,Cantabria,1268
2020-04-03,06,Cantabria,1321
2020-04-04,06,Cantabria,1384
2020-04-05,06,Cantabria,1441
2020-04-06,06,Cantabria,1483
2020-04-07,06,Cantabria,1501
2020-04-08,06,Cantabria,1572
2020-04-09,06,Cantabria,1619
2020-04-10,06,Cantabria,1659
2020-04-11,06,Cantabria,1719
2020-04-12,06,Cantabria,1752
2020-04-13,06,Cantabria,1777
2020-04-14,06,Cantabria,1796
2020-04-15,06,Cantabria,1823
2020-04-16,06,Cantabria,1845
2020-04-17,06,Cantabria,1884
2020-04-18,06,Cantabria,1990
2020-04-19,06,Cantabria,2050
2020-04-20,06,Cantabria,2083
2020-04-21,06,Cantabria,2108
2020-04-22,06,Cantabria,2160
2020-04-23,06,Cantabria,2206
2020-04-24,06,Cantabria,2273
2020-04-25,06,Cantabria,2315
2020-04-26,06,Cantabria,2330
2020-04-27,06,Cantabria,2350
2020-04-28,06,Cantabria,2386
2020-04-29,06,Cantabria,2439
2020-04-30,06,Cantabria,2505
2020-05-01,06,Cantabria,2547
2020-05-02,06,Cantabria,2577
2020-05-03,06,Cantabria,2589
2020-05-04,06,Cantabria,2596
2020-05-05,06,Cantabria,2607
2020-05-06,06,Cantabria,2626
2020-05-07,06,Cantabria,2642
2020-05-08,06,Cantabria,2665
2020-05-09,06,Cantabria,2681
2020-05-10,06,Cantabria,2684
2020-05-11,06,Cantabria,2685
2020-05-12,06,Cantabria,2691
2020-05-13,06,Cantabria,2733
2020-05-14,06,Cantabria,2739
2020-05-15,06,Cantabria,2761
2020-05-16,06,Cantabria,2770
2020-05-17,06,Cantabria,2773
2020-05-18,06,Cantabria,2774
2020-05-19,06,Cantabria,2782
2020-05-20,06,Cantabria,2787
2020-05-21,06,Cantabria,2798
2020-02-21,08,Castilla La Mancha,0
2020-02-22,08,Castilla La Mancha,0
2020-02-23,08,Castilla La Mancha,0
2020-02-24,08,Castilla La Mancha,0
2020-02-25,08,Castilla La Mancha,0
2020-02-26,08,Castilla La Mancha,0
2020-02-27,08,Castilla La Mancha,0
2020-02-28,08,Castilla La Mancha,0
2020-02-29,08,Castilla La Mancha,0
2020-03-01,08,Castilla La Mancha,1
2020-03-02,08,Castilla La Mancha,3
2020-03-03,08,Castilla La Mancha,7
2020-03-04,08,Castilla La Mancha,12
2020-03-05,08,Castilla La Mancha,13
2020-03-06,08,Castilla La Mancha,15
2020-03-07,08,Castilla La Mancha,15
2020-03-08,08,Castilla La Mancha,15
2020-03-09,08,Castilla La Mancha,26
2020-03-10,08,Castilla La Mancha,39
2020-03-11,08,Castilla La Mancha,71
2020-03-12,08,Castilla La Mancha,115
2020-03-13,08,Castilla La Mancha,194
2020-03-14,08,Castilla La Mancha,289
2020-03-15,08,Castilla La Mancha,401
2020-03-16,08,Castilla La Mancha,567
2020-03-17,08,Castilla La Mancha,567
2020-03-18,08,Castilla La Mancha,675
2020-03-19,08,Castilla La Mancha,801
2020-03-20,08,Castilla La Mancha,1044
2020-03-21,08,Castilla La Mancha,1423
2020-03-22,08,Castilla La Mancha,1819
2020-03-23,08,Castilla La Mancha,2078
2020-03-24,08,Castilla La Mancha,2465
2020-03-25,08,Castilla La Mancha,2780
2020-03-26,08,Castilla La Mancha,3383
2020-03-27,08,Castilla La Mancha,3934
2020-03-28,08,Castilla La Mancha,4512
2020-03-29,08,Castilla La Mancha,5246
2020-03-30,08,Castilla La Mancha,5858
2020-03-31,08,Castilla La Mancha,6424
2020-04-01,08,Castilla La Mancha,7047
2020-04-02,08,Castilla La Mancha,7682
2020-04-03,08,Castilla La Mancha,8523
2020-04-04,08,Castilla La Mancha,9324
2020-04-05,08,Castilla La Mancha,10031
2020-04-06,08,Castilla La Mancha,10602
2020-04-07,08,Castilla La Mancha,11077
2020-04-08,08,Castilla La Mancha,11788
2020-04-09,08,Castilla La Mancha,12489
2020-04-10,08,Castilla La Mancha,13063
2020-04-11,08,Castilla La Mancha,13456
2020-04-12,08,Castilla La Mancha,13698
2020-04-13,08,Castilla La Mancha,14054
2020-04-14,08,Castilla La Mancha,14329
2020-04-15,08,Castilla La Mancha,14680
2020-04-16,08,Castilla La Mancha,15151
2020-04-17,08,Castilla La Mancha,15997
2020-04-18,08,Castilla La Mancha,16349
2020-04-19,08,Castilla La Mancha,16625
2020-04-20,08,Castilla La Mancha,16796
2020-04-21,08,Castilla La Mancha,17045
2020-04-22,08,Castilla La Mancha,17321
2020-04-23,08,Castilla La Mancha,17557
2020-04-24,08,Castilla La Mancha,18053
2020-04-25,08,Castilla La Mancha,18525
2020-04-26,08,Castilla La Mancha,18995
2020-04-27,08,Castilla La Mancha,19286
2020-04-28,08,Castilla La Mancha,19518
2020-04-29,08,Castilla La Mancha,19795
2020-04-30,08,Castilla La Mancha,20071
2020-05-01,08,Castilla La Mancha,20516
2020-05-02,08,Castilla La Mancha,21023
2020-05-03,08,Castilla La Mancha,21290
2020-05-04,08,Castilla La Mancha,21511
2020-05-05,08,Castilla La Mancha,21656
2020-05-06,08,Castilla La Mancha,22166
2020-05-07,08,Castilla La Mancha,22567
2020-05-08,08,Castilla La Mancha,22908
2020-05-09,08,Castilla La Mancha,23293
2020-05-10,08,Castilla La Mancha,23662
2020-05-11,08,Castilla La Mancha,23869
2020-05-12,08,Castilla La Mancha,24051
2020-05-13,08,Castilla La Mancha,24185
2020-05-14,08,Castilla La Mancha,24331
2020-05-15,08,Castilla La Mancha,24527
2020-05-16,08,Castilla La Mancha,24776
2020-05-17,08,Castilla La Mancha,24908
2020-05-18,08,Castilla La Mancha,25014
2020-05-19,08,Castilla La Mancha,25074
2020-05-20,08,Castilla La Mancha,25285
2020-05-21,08,Castilla La Mancha,25423
2020-02-21,07,Castilla y León,0
2020-02-22,07,Castilla y León,0
2020-02-23,07,Castilla y León,0
2020-02-24,07,Castilla y León,0
2020-02-25,07,Castilla y León,0
2020-02-26,07,Castilla y León,0
2020-02-27,07,Castilla y León,0
2020-02-28,07,Castilla y León,2
2020-02-29,07,Castilla y León,2
2020-03-01,07,Castilla y León,3
2020-03-02,07,Castilla y León,3
2020-03-03,07,Castilla y León,8
2020-03-04,07,Castilla y León,11
2020-03-05,07,Castilla y León,11
2020-03-06,07,Castilla y León,14
2020-03-07,07,Castilla y León,14
2020-03-08,07,Castilla y León,22
2020-03-09,07,Castilla y León,23
2020-03-10,07,Castilla y León,56
2020-03-11,07,Castilla y León,71
2020-03-12,07,Castilla y León,92
2020-03-13,07,Castilla y León,169
2020-03-14,07,Castilla y León,223
2020-03-15,07,Castilla y León,292
2020-03-16,07,Castilla y León,334
2020-03-17,07,Castilla y León,431
2020-03-18,07,Castilla y León,668
2020-03-19,07,Castilla y León,868
2020-03-20,07,Castilla y León,1147
2020-03-21,07,Castilla y León,1466
2020-03-22,07,Castilla y León,1744
2020-03-23,07,Castilla y León,2055
2020-03-24,07,Castilla y León,2460
2020-03-25,07,Castilla y León,2940
2020-03-26,07,Castilla y León,3488
2020-03-27,07,Castilla y León,4132
2020-03-28,07,Castilla y León,4791
2020-03-29,07,Castilla y León,5414
2020-03-30,07,Castilla y León,5801
2020-03-31,07,Castilla y León,6211
2020-04-01,07,Castilla y León,6847
2020-04-02,07,Castilla y León,7355
2020-04-03,07,Castilla y León,7875
2020-04-04,07,Castilla y León,8332
2020-04-05,07,Castilla y León,8749
2020-04-06,07,Castilla y León,9116
2020-04-07,07,Castilla y León,9581
2020-04-08,07,Castilla y León,10058
2020-04-09,07,Castilla y León,10518
2020-04-10,07,Castilla y León,11102
2020-04-11,07,Castilla y León,11543
2020-04-12,07,Castilla y León,12118
2020-04-13,07,Castilla y León,12628
2020-04-14,07,Castilla y León,13180
2020-04-15,07,Castilla y León,13697
2020-04-16,07,Castilla y León,14380
2020-04-17,07,Castilla y León,14903
2020-04-18,07,Castilla y León,15293
2020-04-19,07,Castilla y León,15621
2020-04-20,07,Castilla y León,15857
2020-04-21,07,Castilla y León,16259
2020-04-22,07,Castilla y León,16839
2020-04-23,07,Castilla y León,17402
2020-04-24,07,Castilla y León,17776
2020-04-25,07,Castilla y León,18259
2020-04-26,07,Castilla y León,18684
2020-04-27,07,Castilla y León,19028
2020-04-28,07,Castilla y León,19372
2020-04-29,07,Castilla y León,19851
2020-04-30,07,Castilla y León,20312
2020-05-01,07,Castilla y León,20739
2020-05-02,07,Castilla y León,20999
2020-05-03,07,Castilla y León,21229
2020-05-04,07,Castilla y León,21379
2020-05-05,07,Castilla y León,21719
2020-05-06,07,Castilla y León,22156
2020-05-07,07,Castilla y León,22537
2020-05-08,07,Castilla y León,22926
2020-05-09,07,Castilla y León,23452
2020-05-10,07,Castilla y León,23821
2020-05-11,07,Castilla y León,23991
2020-05-12,07,Castilla y León,24170
2020-05-13,07,Castilla y León,24262
2020-05-14,07,Castilla y León,24379
2020-05-15,07,Castilla y León,24498
2020-05-16,07,Castilla y León,24595
2020-05-17,07,Castilla y León,24696
2020-05-18,07,Castilla y León,24746
2020-05-19,07,Castilla y León,24834
2020-05-20,07,Castilla y León,24876
2020-05-21,07,Castilla y León,24918
2020-02-21,09,Cataluña,0
2020-02-22,09,Cataluña,0
2020-02-23,09,Cataluña,0
2020-02-24,09,Cataluña,0
2020-02-25,09,Cataluña,0
2020-02-26,09,Cataluña,1
2020-02-27,09,Cataluña,2
2020-02-28,09,Cataluña,3
2020-02-29,09,Cataluña,5
2020-03-01,09,Cataluña,6
2020-03-02,09,Cataluña,15
2020-03-03,09,Cataluña,15
2020-03-04,09,Cataluña,15
2020-03-05,09,Cataluña,24
2020-03-06,09,Cataluña,24
2020-03-07,09,Cataluña,24
2020-03-08,09,Cataluña,49
2020-03-09,09,Cataluña,59
2020-03-10,09,Cataluña,82
2020-03-11,09,Cataluña,123
2020-03-12,09,Cataluña,202
2020-03-13,09,Cataluña,349
2020-03-14,09,Cataluña,558
2020-03-15,09,Cataluña,742
2020-03-16,09,Cataluña,1017
2020-03-17,09,Cataluña,1414
2020-03-18,09,Cataluña,1866
2020-03-19,09,Cataluña,2702
2020-03-20,09,Cataluña,3270
2020-03-21,09,Cataluña,4203
2020-03-22,09,Cataluña,5046
2020-03-23,09,Cataluña,5747
2020-03-24,09,Cataluña,7864
2020-03-25,09,Cataluña,9937
2020-03-26,09,Cataluña,11592
2020-03-27,09,Cataluña,12940
2020-03-28,09,Cataluña,14263
2020-03-29,09,Cataluña,15025
2020-03-30,09,Cataluña,16104
2020-03-31,09,Cataluña,18520
2020-04-01,09,Cataluña,19991
2020-04-02,09,Cataluña,21804
2020-04-03,09,Cataluña,23460
2020-04-04,09,Cataluña,24734
2020-04-05,09,Cataluña,26032
2020-04-06,09,Cataluña,26824
2020-04-07,09,Cataluña,28323
2020-04-08,09,Cataluña,29647
2020-04-09,09,Cataluña,31043
2020-04-10,09,Cataluña,31824
2020-04-11,09,Cataluña,32984
2020-04-12,09,Cataluña,34027
2020-04-13,09,Cataluña,34726
2020-04-14,09,Cataluña,35197
2020-04-15,09,Cataluña,36505
2020-04-16,09,Cataluña,37354
2020-04-17,09,Cataluña,38316
2020-04-18,09,Cataluña,40095
