fecha,cod_ine,CCAA,total
2020-04-05,08,Castilla-La Mancha,357
2020-04-06,08,Castilla-La Mancha,354
2020-04-07,08,Castilla-La Mancha,360
2020-04-08,08,Castilla-La Mancha,354
2020-04-09,08,Castilla-La Mancha,342
2020-04-10,08,Castilla-La Mancha,329
2020-04-11,08,Castilla-La Mancha,316
2020-04-12,08,Castilla-La Mancha,316
2020-04-13,08,Castilla-La Mancha,475
2020-04-14,08,Castilla-La Mancha,486
2020-04-15,08,Castilla-La Mancha,495
2020-04-16,08,Castilla-La Mancha,503
2020-04-17,08,Castilla-La Mancha,511
2020-04-18,08,Castilla-La Mancha,514
2020-04-19,08,Castilla-La Mancha,518
2020-04-20,08,Castilla-La Mancha,531
2020-04-21,08,Castilla-La Mancha,534
2020-04-22,08,Castilla-La Mancha,537
2020-04-23,08,Castilla-La Mancha,546
2020-04-24,08,Castilla-La Mancha,553
2020-04-25,08,Castilla-La Mancha,559
2020-04-26,08,Castilla-La Mancha,565
2020-04-27,08,Castilla-La Mancha,579
2020-04-28,08,Castilla-La Mancha,584
2020-04-29,08,Castilla-La Mancha,588
2020-04-30,08,Castilla-La Mancha,592
2020-03-04,07,Castilla y León,1
2020-03-05,07,Castilla y León,1
2020-03-06,07,Castilla y León,1
2020-03-09,07,Castilla y León,1
2020-03-10,07,Castilla y León,2
2020-03-11,07,Castilla y León,2
2020-03-12,07,Castilla y León,4
2020-03-13,07,Castilla y León,8
2020-03-16,07,Castilla y León,24
2020-03-17,07,Castilla y León,24
2020-03-18,07,Castilla y León,43
2020-03-19,07,Castilla y León,54
2020-03-20,07,Castilla y León,69
2020-03-21,07,Castilla y León,85
2020-03-22,07,Castilla y León,106
2020-03-23,07,Castilla y León,120
2020-03-24,07,Castilla y León,137
2020-03-25,07,Castilla y León,170
2020-03-26,07,Castilla y León,202
2020-03-27,07,Castilla y León,228
2020-03-28,07,Castilla y León,249
2020-03-29,07,Castilla y León,278
2020-03-30,07,Castilla y León,307
2020-03-31,07,Castilla y León,325
2020-04-01,07,Castilla y León,345
2020-04-02,07,Castilla y León,353
2020-04-03,07,Castilla y León,355
2020-04-04,07,Castilla y León,348
2020-04-05,07,Castilla y León,351
2020-04-06,07,Castilla y León,348
2020-04-07,07,Castilla y León,346
2020-04-08,07,Castilla y León,342
2020-04-09,07,Castilla y León,338
2020-04-10,07,Castilla y León,332
2020-04-11,07,Castilla y León,327
2020-04-12,07,Castilla y León,323
2020-04-13,07,Castilla y León,312
2020-04-14,07,Castilla y León,308
2020-04-15,07,Castilla y León,306
2020-04-16,07,Castilla y León,307
2020-04-17,07,Castilla y León,297
2020-04-18,07,Castilla y León,495
2020-04-19,07,Castilla y León,498
2020-04-20,07,Castilla y León,501
2020-04-21,07,Castilla y León,503
2020-04-22,07,Castilla y León,505
2020-04-23,07,Castilla y León,508
2020-04-24,07,Castilla y León,510
2020-04-25,07,Castilla y León,511
2020-04-26,07,Castilla y León,515
2020-04-27,07,Castilla y León,518
2020-04-28,07,Castilla y León,522
2020-04-29,07,Castilla y León,524
2020-04-30,07,Castilla y León,528
2020-03-04,09,Cataluña,0
2020-03-05,09,Cataluña,0
2020-03-06,09,Cataluña,0
2020-03-09,09,Cataluña,0
2020-03-10,09,Cataluña,0
2020-03-11,09,Cataluña,0
2020-03-12,09,Cataluña,0
2020-03-13,09,Cataluña,25
2020-03-16,09,Cataluña,33
2020-03-17,09,Cataluña,33
2020-03-18,09,Cataluña,33
2020-03-19,09,Cataluña,33
2020-03-20,09,Cataluña,33
2020-03-21,09,Cataluña,298
2020-03-22,09,Cataluña,298
2020-03-23,09,Cataluña,551
2020-03-24,09,Cataluña,551
2020-03-25,09,Cataluña,781
2020-03-26,09,Cataluña,1021
2020-03-27,09,Cataluña,1187
2020-03-28,09,Cataluña,1324
2020-03-29,09,Cataluña,1391
2020-03-30,09,Cataluña,1512
2020-03-31,09,Cataluña,1652
2020-04-01,09,Cataluña,1769
2020-04-02,09,Cataluña,1855
2020-04-03,09,Cataluña,2053
2020-04-04,09,Cataluña,2108
2020-04-05,09,Cataluña,2249
2020-04-06,09,Cataluña,2276
2020-04-07,09,Cataluña,2391
2020-04-08,09,Cataluña,2442
2020-04-09,09,Cataluña,2507
2020-04-10,09,Cataluña,2582
2020-04-11,09,Cataluña,2629
2020-04-12,09,Cataluña,2658
2020-04-13,09,Cataluña,2713
2020-04-14,09,Cataluña,2775
2020-04-15,09,Cataluña,2789
2020-04-16,09,Cataluña,2798
2020-04-17,09,Cataluña,2305
2020-04-18,09,Cataluña,2349
2020-04-19,09,Cataluña,2395
2020-04-20,09,Cataluña,2409
2020-04-21,09,Cataluña,2437
2020-04-22,09,Cataluña,2460
2020-04-23,09,Cataluña,2478
2020-04-24,09,Cataluña,2569
2020-04-25,09,Cataluña,2576
2020-04-26,09,Cataluña,2583
2020-04-27,09,Cataluña,2724
2020-04-28,09,Cataluña,2750
2020-04-29,09,Cataluña,2768
2020-04-30,09,Cataluña,2784
2020-03-04,18,Ceuta,0
2020-03-05,18,Ceuta,0
2020-03-06,18,Ceuta,0
2020-03-09,18,Ceuta,0
2020-03-10,18,Ceuta,0
2020-03-11,18,Ceuta,0
2020-03-12,18,Ceuta,0
2020-03-13,18,Ceuta,0
2020-03-16,18,Ceuta,0
2020-03-17,18,Ceuta,0
2020-03-18,18,Ceuta,0
2020-03-19,18,Ceuta,0
2020-03-20,18,Ceuta,0
2020-03-21,18,Ceuta,0
2020-03-22,18,Ceuta,0
2020-03-23,18,Ceuta,0
2020-03-24,18,Ceuta,0
2020-03-25,18,Ceuta,1
2020-03-26,18,Ceuta,2
2020-03-27,18,Ceuta,2
2020-03-28,18,Ceuta,2
2020-03-29,18,Ceuta,2
2020-03-30,18,Ceuta,2
2020-03-31,18,Ceuta,3
2020-04-01,18,Ceuta,3
2020-04-02,18,Ceuta,3
2020-04-03,18,Ceuta,3
2020-04-04,18,Ceuta,4
2020-04-05,18,Ceuta,4
2020-04-06,18,Ceuta,4
2020-04-07,18,Ceuta,4
2020-04-08,18,Ceuta,4
2020-04-09,18,Ceuta,4
2020-04-10,18,Ceuta,4
2020-04-11,18,Ceuta,4
2020-04-12,18,Ceuta,4
2020-04-13,18,Ceuta,4
2020-04-14,18,Ceuta,4
2020-04-15,18,Ceuta,4
2020-04-16,18,Ceuta,4
2020-04-17,18,Ceuta,4
2020-04-18,18,Ceuta,4
2020-04-19,18,Ceuta,4
2020-04-20,18,Ceuta,4
2020-04-21,18,Ceuta,4
2020-04-22,18,Ceuta,4
2020-04-23,18,Ceuta,4
2020-04-24,18,Ceuta,4
2020-04-25,18,Ceuta,4
2020-04-26,18,Ceuta,4
2020-04-27,18,Ceuta,4
2020-04-28,18,Ceuta,4
2020-04-29,18,Ceuta,4
2020-04-30,18,Ceuta,4
2020-03-04,10,C. Valenciana,0
2020-03-05,10,C. Valenciana,0
2020-03-06,10,C. Valenciana,1
2020-03-09,10,C. Valenciana,1
2020-03-10,10,C. Valenciana,1
2020-03-11,10,C. Valenciana,1
2020-03-12,10,C. Valenciana,2
2020-03-13,10,C. Valenciana,2
2020-03-16,10,C. Valenciana,4
2020-03-17,10,C. Valenciana,27
2020-03-18,10,C. Valenciana,40
2020-03-19,10,C. Valenciana,52
2020-03-20,10,C. Valenciana,71
2020-03-21,10,C. Valenciana,84
2020-03-22,10,C. Valenciana,113
2020-03-23,10,C. Valenciana,138
2020-03-24,10,C. Valenciana,161
2020-03-25,10,C. Valenciana,198
2020-03-26,10,C. Valenciana,230
2020-03-27,10,C. Valenciana,252
2020-03-28,10,C. Valenciana,282
2020-03-29,10,C. Valenciana,309
2020-03-30,10,C. Valenciana,336
2020-03-31,10,C. Valenciana,356
2020-04-01,10,C. Valenciana,365
2020-04-02,10,C. Valenciana,379
2020-04-03,10,C. Valenciana,386
2020-04-04,10,C. Valenciana,386
2020-04-05,10,C. Valenciana,381
2020-04-06,10,C. Valenciana,384
2020-04-07,10,C. Valenciana,384
2020-04-08,10,C. Valenciana,371
2020-04-09,10,C. Valenciana,541
2020-04-10,10,C. Valenciana,561
2020-04-11,10,C. Valenciana,565
2020-04-12,10,C. Valenciana,567
2020-04-13,10,C. Valenciana,576
2020-04-14,10,C. Valenciana,581
2020-04-15,10,C. Valenciana,588
2020-04-16,10,C. Valenciana,625
2020-04-17,10,C. Valenciana,632
2020-04-18,10,C. Valenciana,636
2020-04-19,10,C. Valenciana,643
2020-04-20,10,C. Valenciana,646
2020-04-21,10,C. Valenciana,648
2020-04-22,10,C. Valenciana,649
2020-04-23,10,C. Valenciana,650
2020-04-24,10,C. Valenciana,651
2020-04-25,10,C. Valenciana,653
2020-04-26,10,C. Valenciana,654
2020-04-27,10,C. Valenciana,656
2020-04-28,10,C. Valenciana,659
2020-04-29,10,C. Valenciana,662
2020-04-30,10,C. Valenciana,663
2020-03-04,11,Extremadura,0
2020-03-05,11,Extremadura,0
2020-03-06,11,Extremadura,0
2020-03-09,11,Extremadura,0
2020-03-10,11,Extremadura,0
2020-03-11,11,Extremadura,1
2020-03-12,11,Extremadura,1
2020-03-13,11,Extremadura,1
2020-03-16,11,Extremadura,1
2020-03-17,11,Extremadura,2
2020-03-18,11,Extremadura,3
2020-03-19,11,Extremadura,3
2020-03-20,11,Extremadura,4
2020-03-21,11,Extremadura,6
2020-03-22,11,Extremadura,8
2020-03-23,11,Extremadura,13
2020-03-24,11,Extremadura,20
2020-03-25,11,Extremadura,28
2020-03-26,11,Extremadura,34
2020-03-27,11,Extremadura,40
2020-03-28,11,Extremadura,40
2020-03-29,11,Extremadura,41
2020-03-30,11,Extremadura,43
2020-03-31,11,Extremadura,51
2020-04-01,11,Extremadura,58
2020-04-02,11,Extremadura,62
2020-04-03,11,Extremadura,64
2020-04-04,11,Extremadura,64
2020-04-05,11,Extremadura,66
2020-04-06,11,Extremadura,66
2020-04-07,11,Extremadura,70
2020-04-08,11,Extremadura,98
2020-04-09,11,Extremadura,99
2020-04-10,11,Extremadura,101
2020-04-11,11,Extremadura,104
2020-04-12,11,Extremadura,106
2020-04-13,11,Extremadura,108
2020-04-14,11,Extremadura,108
2020-04-15,11,Extremadura,109
2020-04-16,11,Extremadura,110
2020-04-17,11,Extremadura,110
2020-04-18,11,Extremadura,112
2020-04-19,11,Extremadura,112
2020-04-20,11,Extremadura,112
2020-04-21,11,Extremadura,112
2020-04-22,11,Extremadura,112
2020-04-23,11,Extremadura,113
2020-04-24,11,Extremadura,108
2020-04-25,11,Extremadura,107
2020-04-26,11,Extremadura,108
2020-04-27,11,Extremadura,108
2020-04-28,11,Extremadura,108
2020-04-29,11,Extremadura,108
2020-04-30,11,Extremadura,108
2020-03-04,12,Galicia,0
2020-03-05,12,Galicia,0
2020-03-06,12,Galicia,0
2020-03-09,12,Galicia,0
2020-03-10,12,Galicia,2
2020-03-11,12,Galicia,2
2020-03-12,12,Galicia,2
2020-03-13,12,Galicia,2
2020-03-16,12,Galicia,9
2020-03-17,12,Galicia,9
2020-03-18,12,Galicia,12
2020-03-19,12,Galicia,15
2020-03-20,12,Galicia,19
2020-03-21,12,Galicia,29
2020-03-22,12,Galicia,35
2020-03-23,12,Galicia,47
2020-03-24,12,Galicia,55
2020-03-25,12,Galicia,69
2020-03-26,12,Galicia,86
2020-03-27,12,Galicia,98
2020-03-28,12,Galicia,112
2020-03-29,12,Galicia,123
2020-03-30,12,Galicia,134
2020-03-31,12,Galicia,149
2020-04-01,12,Galicia,158
2020-04-02,12,Galicia,165
2020-04-03,12,Galicia,178
2020-04-04,12,Galicia,178
2020-04-05,12,Galicia,170
2020-04-06,12,Galicia,170
2020-04-07,12,Galicia,162
2020-04-08,12,Galicia,158
2020-04-09,12,Galicia,155
2020-04-10,12,Galicia,151
2020-04-11,12,Galicia,144
2020-04-12,12,Galicia,140
2020-04-13,12,Galicia,136
2020-04-14,12,Galicia,133
2020-04-15,12,Galicia,128
2020-04-16,12,Galicia,123
2020-04-17,12,Galicia,117
2020-04-18,12,Galicia,115
2020-04-19,12,Galicia,112
2020-04-20,12,Galicia,108
2020-04-21,12,Galicia,101
2020-04-22,12,Galicia,96
2020-04-23,12,Galicia,92
2020-04-24,12,Galicia,87
2020-04-25,12,Galicia,90
2020-04-26,12,Galicia,85
2020-04-27,12,Galicia,83
2020-04-28,12,Galicia,73
2020-04-29,12,Galicia,308
2020-04-30,12,Galicia,310
2020-03-04,13,Madrid,2
2020-03-05,13,Madrid,2
2020-03-06,13,Madrid,2
2020-03-09,13,Madrid,53
2020-03-10,13,Madrid,77
2020-03-11,13,Madrid,102
2020-03-12,13,Madrid,135
2020-03-13,13,Madrid,180
2020-03-16,13,Madrid,253
2020-03-17,13,Madrid,340
2020-03-18,13,Madrid,491
2020-03-19,13,Madrid,590
2020-03-20,13,Madrid,678
2020-03-21,13,Madrid,767
2020-03-22,13,Madrid,834
2020-03-23,13,Madrid,942
2020-03-24,13,Madrid,1050
2020-03-25,13,Madrid,1150
2020-03-26,13,Madrid,1221
2020-03-27,13,Madrid,1312
2020-03-28,13,Madrid,1404
2020-03-29,13,Madrid,1429
2020-03-30,13,Madrid,1460
2020-03-31,13,Madrid,1514
2020-04-01,13,Madrid,1514
2020-04-02,13,Madrid,1528
2020-04-03,13,Madrid,1506
2020-04-04,13,Madrid,1498
2020-04-05,13,Madrid,1499
2020-04-06,13,Madrid,1510
2020-04-07,13,Madrid,1494
2020-04-08,13,Madrid,1450
2020-04-09,13,Madrid,1433
2020-04-10,13,Madrid,1399
2020-04-11,13,Madrid,1376
2020-04-12,13,Madrid,1332
2020-04-13,13,Madrid,1327
2020-04-14,13,Madrid,1299
2020-04-15,13,Madrid,1244
2020-04-16,13,Madrid,1206
2020-04-17,13,Madrid,1154
2020-04-18,13,Madrid,1094
2020-04-19,13,Madrid,1123
2020-04-20,13,Madrid,1111
2020-04-21,13,Madrid,1076
2020-04-22,13,Madrid,1024
2020-04-23,13,Madrid,981
2020-04-24,13,Madrid,949
2020-04-25,13,Madrid,892
2020-04-26,13,Madrid,873
2020-04-27,13,Madrid,3309
2020-04-28,13,Madrid,3338
2020-04-29,13,Madrid,3355
2020-04-30,13,Madrid,3377
2020-03-04,19,Melilla,0
2020-03-05,19,Melilla,0
2020-03-06,19,Melilla,0
2020-03-09,19,Melilla,0
2020-03-10,19,Melilla,0
2020-03-11,19,Melilla,0
2020-03-12,19,Melilla,0
2020-03-13,19,Melilla,0
2020-03-16,19,Melilla,0
2020-03-17,19,Melilla,0
2020-03-18,19,Melilla,0
2020-03-19,19,Melilla,0
2020-03-20,19,Melilla,1
2020-03-21,19,Melilla,1
2020-03-22,19,Melilla,1
2020-03-23,19,Melilla,1
2020-03-24,19,Melilla,1
2020-03-25,19,Melilla,2
2020-03-26,19,Melilla,2
2020-03-27,19,Melilla,2
2020-03-28,19,Melilla,2
2020-03-29,19,Melilla,2
2020-03-30,19,Melilla,3
2020-03-31,19,Melilla,3
2020-04-01,19,Melilla,3
2020-04-02,19,Melilla,3
2020-04-03,19,Melilla,3
2020-04-04,19,Melilla,3
2020-04-05,19,Melilla,3
2020-04-06,19,Melilla,3
2020-04-07,19,Melilla,3
2020-04-08,19,Melilla,3
2020-04-09,19,Melilla,3
2020-04-10,19,Melilla,3
2020-04-11,19,Melilla,3
2020-04-12,19,Melilla,3
2020-04-13,19,Melilla,3
2020-04-14,19,Melilla,3
2020-04-15,19,Melilla,3
2020-04-16,19,Melilla,3
2020-04-17,19,Melilla,3
2020-04-18,19,Melilla,3
2020-04-19,19,Melilla,3
2020-04-20,19,Melilla,3
2020-04-21,19,Melilla,3
2020-04-22,19,Melilla,3
2020-04-23,19,Melilla,3
2020-04-24,19,Melilla,3
2020-04-25,19,Melilla,3
2020-04-26,19,Melilla,3
2020-04-27,19,Melilla,3
2020-04-28,19,Melilla,3
2020-04-29,19,Melilla,3
2020-04-30,19,Melilla,3
2020-03-04,14,Murcia,0
2020-03-05,14,Murcia,0
2020-03-06,14,Murcia,0
2020-03-09,14,Murcia,0
