fecha,cod_ine,municipio_distrito,casos_confirmados_ultimos_14dias,tasa_incidencia_acumulada_ultimos_14dias,casos_confirmados_totales,tasa_incidencia_acumulada_total
2020-05-13,28902,Puentes Viejas,,0,,"294,55"
2020-05-13,28013,Aranjuez,6,"10,07",444,"744,88"
2020-05-13,28038,Cercedilla,,"56,93",108,"1537,15"
2020-05-13,28136,Santorcaz,,0,7,"790,07"
2020-05-13,28049,Coslada,20,"24,49",796,"974,76"
2020-05-13,28091,Morata de Tajuña,,"13,02",96,"1249,51"
2020-05-13,28126,Robregordo,,0,,0
2020-05-13,28097,Navarredonda y San Mamés,,0,,"1550,39"
2020-05-13,28169,Venturada,,0,,"138,7"
2020-05-13,28093,Navacerrada,,"33,65",18,"605,65"
2020-05-13,28088,Montejo de la Sierra,,0,,"283,29"
2020-05-13,28057,Fresno de Torote,,0,14,"630,35"
2020-05-13,28112,Pinilla del Valle,,0,,0
2020-05-13,28159,Valdemaqueda,,"128,04",,"640,2"
2020-05-13,28099,Navas del Rey,15,"514,05",78,"2673,06"
2020-05-13,28101,Olmeda de las Fuentes,,0,,"862,07"
2020-05-13,28028,Bustarviejo,,0,7,"279,66"
2020-05-13,28018,Becerril de la Sierra,,0,31,"542,53"
2020-05-13,28058,Fuenlabrada,45,"23,23",1528,"788,85"
2020-05-13,28062,Garganta de los Montes,,0,,"288,18"
2020-05-13,28113,Pinto,23,"43,79",274,"521,65"
2020-05-13,28003,Alameda del Valle,,0,,0
2020-05-13,28020,Berzosa del Lozoya,,0,,"975,61"
2020-05-13,28137,Los Santos de la Humosa,,"38,61",20,"772,2"
2020-05-13,28004,El Álamo,,"52,8",78,"823,65"
2020-05-13,28109,Pelayos de la Presa,,"38,52",18,"693,37"
2020-05-13,28061,Galapagar,23,"68,16",266,"788,34"
2020-05-13,28066,Griñón,,"29,07",84,"814,03"
2020-05-13,28063,Gargantilla del Lozoya y Pinilla de Buitrago,,0,,"949,37"
2020-05-13,28008,Aldea del Fresno,,"70,47",56,"1973,22"
2020-05-13,28035,Carabaña,,0,14,"696,52"
2020-05-13,28145,Talamanca de Jarama,,"77,78",29,"751,88"
2020-05-13,28051,Chapinería,,"42,96",7,"300,69"
2020-05-13,28040,Ciempozuelos,14,"56,93",236,"959,66"
2020-05-13,28002,Ajalvir,,"21,22",14,"297,11"
2020-05-13,28131,San Lorenzo de El Escorial,11,"59,88",139,"756,71"
2020-05-13,28064,Gascones,,0,,0
2020-05-13,28132,San Martín de la Vega,,"26,08",90,"469,48"
2020-05-13,28092,Móstoles,156,"74,58",2079,"993,86"
2020-05-13,28074,Leganés,81,"42,66",2962,"1560,09"
2020-05-13,28024,Braojos,,0,,"975,61"
2020-05-13,28050,Cubas de la Sagra,,"31,19",28,"436,61"
2020-05-13,28009,Algete,,"24,26",109,"528,84"
2020-05-13,28084,Mejorada del Campo,,"12,89",173,"743,32"
2020-05-13,28075,Loeches,,"11,38",49,"557,39"
2020-05-13,28106,Parla,16,"12,3",748,"574,84"
2020-05-13,28060,Fuentidueña de Tajo,,"48,71",18,"876,77"
2020-05-13,28011,Ambite,,0,7,"1182,43"
2020-05-13,28153,Torremocha de Jarama,,0,8,"785,08"
2020-05-13,28012,Anchuelo,,0,7,"550,75"
2020-05-13,28087,Los Molinos,,"22,78",51,1162
2020-05-13,28144,Soto del Real,,"22,73",65,"738,72"
2020-05-13,28166,Valverde de Alcalá,,0,8,"1720,43"
2020-05-13,28059,Fuente el Saz de Jarama,,"29,87",34,"507,77"
2020-05-13,28070,Horcajo de la Sierra-Aoslos,,0,,"2758,62"
2020-05-13,28162,Valdeolmos-Alalpardo,,0,11,"265,96"
2020-05-13,28033,Campo Real,,"16,1",24,"386,47"
2020-05-13,28156,Valdeavero,,0,8,"514,8"
2020-05-13,28173,Villamanrique de Tajo,,0,,"568,99"
2020-05-13,28041,Cobeña,9,"121,16",74,"996,23"
2020-05-13,28056,Fresnedillas de la Oliva,,0,9,"572,52"
2020-05-13,28165,Valdilecha,,"34,09",18,"613,71"
2020-05-13,28021,El Berrueco,,0,8,"1052,63"
2020-05-13,28111,Pezuela de las Torres,,0,,"237,53"
2020-05-13,28179,Villar del Olmo,,0,,"198,91"
2020-05-13,28068,Guadarrama,14,"87,33",205,"1278,69"
2020-05-13,28133,San Martín de Valdeiglesias,,"35,47",85,"1004,85"
2020-05-13,28152,Torrelodones,17,"71,68",309,"1302,86"
2020-05-13,28022,Boadilla del Monte,31,"56,81",333,"610,23"
2020-05-13,28150,Torrejón de Velasco,,"22,82",20,"456,41"
2020-05-13,28178,Villanueva de Perales,,0,,"319,9"
2020-05-13,28146,Tielmes,,"37,74",33,"1245,28"
2020-05-13,28134,San Sebastián de los Reyes,18,"20,16",484,"542,14"
2020-05-13,28067,Guadalix de la Sierra,12,"193,11",50,"804,63"
2020-05-13,28073,Humanes de Madrid,9,"45,59",117,"592,62"
2020-05-13,28052,Chinchón,,"18,76",26,"487,71"
2020-05-13,28031,Cadalso de los Vidrios,,0,8,"263,24"
2020-05-13,28072,Hoyo de Manzanares,6,"71,14",37,"438,7"
2020-05-13,28149,Torrejón de la Calzada,,0,37,"417,04"
2020-05-13,28055,Estremera,,0,9,"714,29"
2020-05-13,28048,Corpa,,0,6,"841,51"
2020-05-13,28083,Meco,,0,127,"887,8"
2020-05-13,28078,Madarcos,,0,,0
2020-05-13,28183,Zarzalejo,7,"422,2",29,"1749,1"
2020-05-13,28014,Arganda del Rey,12,"21,66",343,"619,26"
2020-05-13,28046,Collado Mediano,,"14,37",32,"459,9"
2020-05-13,28053,Daganzo de Arriba,,"19,6",41,"401,76"
2020-05-13,28082,Manzanares El Real,6,"67,87",43,"486,43"
2020-05-13,28027,Buitrago del Lozoya,,0,15,"796,18"
2020-05-13,28157,Valdelaguna,,0,,"106,72"
2020-05-13,28163,Valdepiélagos,,0,,0
2020-05-13,28036,Casarrubuelos,,0,11,"291,16"
2020-05-13,28085,Miraflores de la Sierra,,"16,37",36,"589,39"
2020-05-13,28104,Paracuellos de Jarama,,"3,96",71,"280,98"
2020-05-13,28168,El Vellón,,0,13,"663,94"
2020-05-13,28076,Lozoya,,0,,"172,12"
2020-05-13,28047,Collado Villalba,27,"42,4",487,"764,77"
2020-05-13,28044,Colmenarejo,6,"65,72",47,"514,79"
2020-05-13,28182,Villavieja del Lozoya,,0,,0
2020-05-13,28117,Prádena del Rincón,,0,,0
2020-05-13,28030,La Cabrera,,0,11,"412,45"
2020-05-13,28141,Sevilla la Nueva,6,"64,39",129,"1384,42"
2020-05-13,28001,La Acebeda,,0,,0
2020-05-13,28121,Redueña,,0,,"769,23"
2020-05-13,28124,Robledillo de la Jara,,0,,1250
2020-05-13,28138,La Serna del Monte,,0,,0
2020-05-13,28043,Colmenar de Oreja,,0,25,"311,25"
2020-05-13,28128,Rozas de Puerto Real,,0,,"566,04"
2020-05-13,28158,Valdemanco,,0,,"109,41"
2020-05-13,28026,Brunete,35,"326,01",109,"1015,28"
2020-05-13,28147,Titulcia,,"76,16",9,"685,45"
2020-05-13,28171,Villa del Prado,,"61,35",118,"1809,82"
2020-05-13,28901,Lozoyuela-Navas-Sieteiglesias,,0,,"230,95"
2020-05-13,28119,Quijorna,,0,22,"639,72"
2020-05-13,28161,Valdemoro,20,"26,32",771,"1014,7"
2020-05-13,28903,Tres Cantos,51,"106,87",393,"823,52"
2020-05-13,28151,Torrelaguna,,"84,03",22,"462,18"
2020-05-13,28123,Rivas-Vaciamadrid,25,"28,36",556,"630,74"
2020-05-13,28016,El Atazar,,0,,0
2020-05-13,28108,Pedrezuela,,"16,97",25,"424,3"
2020-05-13,28135,Santa María de la Alameda,,"79,74",6,"478,47"
2020-05-13,28071,Horcajuelo de la Sierra,,0,,0
2020-05-13,28015,Arroyomolinos,19,"60,52",177,"563,77"
2020-05-13,28090,Moralzarzal,,"38,38",74,"568,09"
2020-05-13,28034,Canencia,,0,,"447,43"
2020-05-13,28180,Villarejo de Salvanés,,"13,63",36,"490,8"
2020-05-13,28140,Serranillos del Valle,,"24,01",33,"792,32"
2020-05-13,28181,Villaviciosa de Odón,12,"43,11",207,"743,67"
2020-05-13,28032,Camarma de Esteruelas,,0,42,"572,52"
2020-05-13,28125,Robledo de Chavela,,"70,26",26,"608,9"
2020-05-13,28107,Patones,,0,6,"1109,06"
2020-05-13,28095,Navalagamella,,0,6,"229,89"
2020-05-13,28120,Rascafría,,0,6,"360,58"
2020-05-13,28023,El Boalo,,"13,32",40,"532,77"
2020-05-13,28080,Majadahonda,14,"19,49",550,"765,74"
2020-05-13,28017,Batres,,0,8,"475,06"
2020-05-13,28006,Alcobendas,45,"38,45",761,"650,21"
2020-05-13,28005,Alcalá de Henares,37,"18,91",2331,"1191,42"
2020-05-13,28045,Colmenar Viejo,62,"122,16",417,"821,64"
2020-05-13,28130,San Fernando de Henares,10,"25,36",412,"1044,84"
2020-05-13,28172,Villalbilla,,"21,62",92,"662,92"
2020-05-13,28054,El Escorial,33,"204,18",130,"804,36"
2020-05-13,28042,Colmenar del Arroyo,,"173,91",49,"2840,58"
2020-05-13,28148,Torrejón de Ardoz,25,"19,03",962,"732,25"
2020-05-13,28114,Piñuécar-Gandullas,,0,,0
2020-05-13,28025,Brea de Tajo,,"190,84",6,"1145,04"
2020-05-13,28086,El Molar,,0,35,"391,59"
2020-05-13,28019,Belmonte de Tajo,,0,,"300,48"
2020-05-13,28154,Torres de la Alameda,,"25,71",75,"964,13"
2020-05-13,28143,Somosierra,,0,,"1162,79"
2020-05-13,28010,Alpedrete,,"13,72",140,"960,55"
2020-05-13,28102,Orusco de Tajuña,,0,17,"1366,56"
2020-05-13,28069,La Hiruela,,0,,"1754,39"
2020-05-13,28039,Cervera de Buitrago,,0,,2000
2020-05-13,28065,Getafe,45,"24,54",1282,"699,12"
2020-05-13,28122,Ribatejada,,0,,"255,43"
2020-05-13,28170,Villaconejos,,"29,52",9,"265,64"
2020-05-13,28164,Valdetorres de Jarama,,"22,24",17,"378,03"
2020-05-12,07903,Madrid-Retiro,85,"71,24",1434,"1201,84"
2020-05-12,07904,Madrid-Salamanca,61,"41,75",1602,"1096,48"
2020-05-12,07901,Madrid-Centro,40,"29,66",1132,"839,46"
2020-05-12,07902,Madrid-Arganzuela,61,"39,66",1551,"1008,43"
2020-05-12,07905,Madrid-Chamartín,58,"39,77",1585,"1086,74"
2020-05-12,07906,Madrid-Tetuán,58,"36,7",2080,"1316,26"
2020-05-12,07907,Madrid-Chamberí,67,"48,07",1509,"1082,66"
2020-05-12,07908,Madrid-Fuencarral-El Pardo,102,"41,47",2920,"1187,29"
2020-05-12,07909,Madrid-Moncloa-Aravaca,81,"67,83",1345,"1126,29"
2020-05-12,07910,Madrid-Latina,136,"57,09",2705,"1135,51"
2020-05-12,07911,Madrid-Carabanchel,112,"44,25",2622,"1035,96"
2020-05-12,07912,Madrid-Usera,41,"29,34",1361,"973,94"
2020-05-12,07913,Madrid-Puente de Vallecas,111,"47,26",2979,"1268,43"
2020-05-12,07920,Madrid-San Blas-Canillejas,52,"32,88",1422,"899,19"
2020-05-12,07921,Madrid-Barajas,9,"18,39",419,"856,06"
2020-05-12,07914,Madrid-Moratalaz,37,"39,12",1291,"1365,13"
2020-05-12,07915,Madrid-Ciudad Lineal,63,"29,13",2156,"996,84"
2020-05-12,07916,Madrid-Hortaleza,35,"18,6",1702,"904,42"
2020-05-12,07917,Madrid-Villaverde,48,"32,23",1384,"929,2"
2020-05-12,07918,Madrid-Villa de Vallecas,33,"29,9",1190,"1078,24"
2020-05-12,07919,Madrid-Vicálvaro,40,"55,49",780,"1081,97"
2020-05-12,28115,Pozuelo de Alarcón,40,"46,28",766,"886,35"
2020-05-12,28007,Alcorcón,78,"45,74",1808,"1060,32"
2020-05-12,28096,Navalcarnero,12,"40,96",172,"587,07"
2020-05-12,28129,San Agustín del Guadalix,,"22,42",62,"463,41"
2020-05-12,28127,Las Rozas de Madrid,31,"32,35",767,"800,51"
2020-05-12,28089,Moraleja de Enmedio,,"19,47",25,"486,76"
2020-05-12,28155,Valdaracete,,0,,"821,02"
2020-05-12,28116,Pozuelo del Rey,,0,,"174,37"
2020-05-12,28118,Puebla de la Sierra,,0,,0
2020-05-12,28110,Perales de Tajuña,,"102,21",10,"340,72"
2020-05-12,28160,Valdemorillo,,"15,98",48,"383,45"
2020-05-12,28094,Navalafuente,,"69,01",7,"483,09"
2020-05-12,28167,Velilla de San Antonio,,"40,86",70,"572,08"
2020-05-12,28176,Villanueva de la Cañada,8,"37,3",143,"666,82"
2020-05-12,28177,Villanueva del Pardillo,7,"40,75",103,"599,53"
2020-05-12,28100,Nuevo Baztán,,"15,93",28,"446,14"
2020-05-12,28175,Villamantilla,,0,7,"485,77"
2020-05-12,28174,Villamanta,,0,12,"469,67"
2020-05-12,28029,Cabanillas de la Sierra,,0,10,"1322,75"
2020-05-12,28037,Cenicientos,,"49,19",26,"1278,9"
2020-05-12,28902,Puentes Viejas,,0,,"294,55"
2020-05-12,28013,Aranjuez,7,"11,74",444,"744,88"
2020-05-12,28038,Cercedilla,,"71,16",107,"1522,91"
2020-05-12,28136,Santorcaz,,0,7,"790,07"
2020-05-12,28049,Coslada,21,"25,72",794,"972,31"
2020-05-12,28091,Morata de Tajuña,,"13,02",96,"1249,51"
2020-05-12,28126,Robregordo,,0,,0
2020-05-12,28097,Navarredonda y San Mamés,,0,,"1550,39"
2020-05-12,28169,Venturada,,0,,"138,7"
2020-05-12,28093,Navacerrada,,"67,29",18,"605,65"
2020-05-12,28088,Montejo de la Sierra,,0,,"283,29"
2020-05-12,28057,Fresno de Torote,,0,14,"630,35"
2020-05-12,28112,Pinilla del Valle,,0,,0
2020-05-12,28159,Valdemaqueda,,"128,04",,"640,2"
2020-05-12,28099,Navas del Rey,15,"514,05",78,"2673,06"
2020-05-12,28101,Olmeda de las Fuentes,,0,,"862,07"
2020-05-12,28028,Bustarviejo,,0,7,"279,66"
2020-05-12,28018,Becerril de la Sierra,,"17,5",31,"542,53"
2020-05-12,28058,Fuenlabrada,57,"29,43",1523,"786,27"
2020-05-12,28062,Garganta de los Montes,,0,,"288,18"
2020-05-12,28113,Pinto,24,"45,69",269,"512,13"
2020-05-12,28003,Alameda del Valle,,0,,0
2020-05-12,28020,Berzosa del Lozoya,,0,,"975,61"
2020-05-12,28137,Los Santos de la Humosa,,"38,61",20,"772,2"
2020-05-12,28004,El Álamo,7,"73,92",78,"823,65"
2020-05-12,28109,Pelayos de la Presa,,"77,04",18,"693,37"
2020-05-12,28061,Galapagar,28,"82,98",262,"776,48"
2020-05-12,28066,Griñón,,"29,07",83,"804,34"
2020-05-12,28063,Gargantilla del Lozoya y Pinilla de Buitrago,,0,,"949,37"
2020-05-12,28008,Aldea del Fresno,,"70,47",56,"1973,22"
2020-05-12,28035,Carabaña,,0,14,"696,52"
2020-05-12,28145,Talamanca de Jarama,,"77,78",29,"751,88"
2020-05-12,28051,Chapinería,,"42,96",7,"300,69"
2020-05-12,28040,Ciempozuelos,17,"69,13",234,"951,53"
2020-05-12,28002,Ajalvir,,"21,22",14,"297,11"
2020-05-12,28131,San Lorenzo de El Escorial,12,"65,33",139,"756,71"
2020-05-12,28064,Gascones,,0,,0
2020-05-12,28132,San Martín de la Vega,6,"31,3",90,"469,48"
2020-05-12,28092,Móstoles,157,"75,05",2071,"990,04"
2020-05-12,28074,Leganés,85,"44,77",2935,"1545,87"
2020-05-12,28024,Braojos,,0,,"975,61"
2020-05-12,28050,Cubas de la Sagra,,"46,78",28,"436,61"
2020-05-12,28009,Algete,,"24,26",109,"528,84"
2020-05-12,28084,Mejorada del Campo,,"12,89",173,"743,32"
2020-05-12,28075,Loeches,,"11,38",49,"557,39"
2020-05-12,28106,Parla,16,"12,3",745,"572,53"
2020-05-12,28060,Fuentidueña de Tajo,,0,17,"828,06"
2020-05-12,28011,Ambite,,0,7,"1182,43"
2020-05-12,28153,Torremocha de Jarama,,0,8,"785,08"
2020-05-12,28012,Anchuelo,,0,7,"550,75"
2020-05-12,28087,Los Molinos,,"45,57",51,1162
2020-05-12,28144,Soto del Real,,"22,73",65,"738,72"
2020-05-12,28166,Valverde de Alcalá,,0,8,"1720,43"
2020-05-12,28059,Fuente el Saz de Jarama,,"29,87",34,"507,77"
2020-05-12,28070,Horcajo de la Sierra-Aoslos,,0,,"2758,62"
2020-05-12,28162,Valdeolmos-Alalpardo,,0,11,"265,96"
2020-05-12,28033,Campo Real,,"16,1",24,"386,47"
2020-05-12,28156,Valdeavero,,0,8,"514,8"
2020-05-12,28173,Villamanrique de Tajo,,0,,"568,99"
2020-05-12,28041,Cobeña,9,"121,16",74,"996,23"
2020-05-12,28056,Fresnedillas de la Oliva,,0,9,"572,52"
2020-05-12,28165,Valdilecha,,"34,09",18,"613,71"
2020-05-12,28021,El Berrueco,,0,8,"1052,63"
2020-05-12,28111,Pezuela de las Torres,,0,,"237,53"
2020-05-12,28179,Villar del Olmo,,0,,"198,91"
2020-05-12,28068,Guadarrama,22,"137,23",204,"1272,46"
2020-05-12,28133,San Martín de Valdeiglesias,,"35,47",85,"1004,85"
2020-05-12,28152,Torrelodones,19,"80,11",309,"1302,86"
2020-05-12,28022,Boadilla del Monte,31,"56,81",333,"610,23"
2020-05-12,28150,Torrejón de Velasco,,"22,82",21,"479,23"
2020-05-12,28178,Villanueva de Perales,,0,,"319,9"
2020-05-12,28146,Tielmes,,"37,74",33,"1245,28"
2020-05-12,28134,San Sebastián de los Reyes,18,"20,16",481,"538,78"
2020-05-12,28067,Guadalix de la Sierra,12,"193,11",50,"804,63"
2020-05-12,28073,Humanes de Madrid,9,"45,59",115,"582,48"
2020-05-12,28052,Chinchón,,"18,76",26,"487,71"
2020-05-12,28031,Cadalso de los Vidrios,,0,8,"263,24"
2020-05-12,28072,Hoyo de Manzanares,6,"71,14",37,"438,7"
2020-05-12,28149,Torrejón de la Calzada,,0,37,"417,04"
2020-05-12,28055,Estremera,,0,9,"714,29"
2020-05-12,28048,Corpa,,0,6,"841,51"
2020-05-12,28083,Meco,,0,127,"887,8"
2020-05-12,28078,Madarcos,,0,,0
2020-05-12,28183,Zarzalejo,7,"422,2",29,"1749,1"
2020-05-12,28014,Arganda del Rey,15,"27,08",342,"617,45"
2020-05-12,28046,Collado Mediano,,"14,37",32,"459,9"
2020-05-12,28053,Daganzo de Arriba,,"19,6",41,"401,76"
2020-05-12,28082,Manzanares El Real,,"22,62",38,"429,86"
2020-05-12,28027,Buitrago del Lozoya,,0,15,"796,18"
2020-05-12,28157,Valdelaguna,,0,,"106,72"
2020-05-12,28163,Valdepiélagos,,0,,0
2020-05-12,28036,Casarrubuelos,,0,11,"291,16"
2020-05-12,28085,Miraflores de la Sierra,,"16,37",36,"589,39"
2020-05-12,28104,Paracuellos de Jarama,,0,70,"277,02"
2020-05-12,28168,El Vellón,,0,13,"663,94"
2020-05-12,28076,Lozoya,,0,,"172,12"
2020-05-12,28047,Collado Villalba,29,"45,54",486,"763,2"
2020-05-12,28044,Colmenarejo,6,"65,72",47,"514,79"
2020-05-12,28182,Villavieja del Lozoya,,0,,0
2020-05-12,28117,Prádena del Rincón,,0,,0
2020-05-12,28030,La Cabrera,,0,11,"412,45"
2020-05-12,28141,Sevilla la Nueva,7,"75,12",129,"1384,42"
2020-05-12,28001,La Acebeda,,0,,0
2020-05-12,28121,Redueña,,0,,"769,23"
2020-05-12,28124,Robledillo de la Jara,,0,,1250
2020-05-12,28138,La Serna del Monte,,0,,0
2020-05-12,28043,Colmenar de Oreja,,"12,45",25,"311,25"
2020-05-12,28128,Rozas de Puerto Real,,0,,"566,04"
2020-05-12,28158,Valdemanco,,0,,"109,41"
2020-05-12,28026,Brunete,34,"316,69",107,"996,65"
2020-05-12,28147,Titulcia,,"76,16",9,"685,45"
2020-05-12,28171,Villa del Prado,,"61,35",117,"1794,48"
2020-05-12,28901,Lozoyuela-Navas-Sieteiglesias,,0,,"230,95"
2020-05-12,28119,Quijorna,,0,22,"639,72"
2020-05-12,28161,Valdemoro,20,"26,32",769,"1012,07"
2020-05-12,28903,Tres Cantos,52,"108,96",392,"821,42"
2020-05-12,28151,Torrelaguna,,"63,03",21,"441,18"
2020-05-12,28123,Rivas-Vaciamadrid,24,"27,23",554,"628,47"
2020-05-12,28016,El Atazar,,0,,0
2020-05-12,28108,Pedrezuela,,"16,97",25,"424,3"
2020-05-12,28135,Santa María de la Alameda,,"79,74",6,"478,47"
2020-05-12,28071,Horcajuelo de la Sierra,,0,,0
2020-05-12,28015,Arroyomolinos,19,"60,52",176,"560,58"
2020-05-12,28090,Moralzarzal,6,"46,06",74,"568,09"
2020-05-12,28034,Canencia,,0,,"447,43"
2020-05-12,28180,Villarejo de Salvanés,,0,34,"463,53"
2020-05-12,28140,Serranillos del Valle,,"24,01",33,"792,32"
2020-05-12,28181,Villaviciosa de Odón,12,"43,11",206,"740,08"
2020-05-12,28032,Camarma de Esteruelas,,0,42,"572,52"
2020-05-12,28125,Robledo de Chavela,,"70,26",26,"608,9"
2020-05-12,28107,Patones,,0,6,"1109,06"
2020-05-12,28095,Navalagamella,,0,6,"229,89"
2020-05-12,28120,Rascafría,,0,6,"360,58"
2020-05-12,28023,El Boalo,,0,39,"519,45"
2020-05-12,28080,Majadahonda,15,"20,88",547,"761,56"
2020-05-12,28017,Batres,,0,8,"475,06"
2020-05-12,28006,Alcobendas,35,"29,9",746,"637,39"
2020-05-12,28005,Alcalá de Henares,46,"23,51",2327,"1189,37"
2020-05-12,28045,Colmenar Viejo,63,"124,13",415,"817,7"
2020-05-12,28130,San Fernando de Henares,12,"30,43",412,"1044,84"
2020-05-12,28172,Villalbilla,,"28,82",92,"662,92"
2020-05-12,28054,El Escorial,27,"167,06",123,"761,04"
2020-05-12,28042,Colmenar del Arroyo,42,"2434,78",49,"2840,58"
2020-05-12,28148,Torrejón de Ardoz,31,"23,6",961,"731,49"
2020-05-12,28114,Piñuécar-Gandullas,,0,,0
2020-05-12,28025,Brea de Tajo,,"190,84",6,"1145,04"
2020-05-12,28086,El Molar,,0,35,"391,59"
2020-05-12,28019,Belmonte de Tajo,,0,,"300,48"
2020-05-12,28154,Torres de la Alameda,,"25,71",75,"964,13"
2020-05-12,28143,Somosierra,,0,,"1162,79"
2020-05-12,28010,Alpedrete,,"13,72",139,"953,69"
2020-05-12,28102,Orusco de Tajuña,,0,17,"1366,56"
2020-05-12,28069,La Hiruela,,0,,"1754,39"
2020-05-12,28039,Cervera de Buitrago,,0,,2000
2020-05-12,28065,Getafe,52,"28,36",1276,"695,85"
2020-05-12,28122,Ribatejada,,"127,71",,"255,43"
2020-05-12,28170,Villaconejos,,"29,52",9,"265,64"
2020-05-12,28164,Valdetorres de Jarama,,"22,24",17,"378,03"
2020-05-11,07903,Madrid-Retiro,109,"91,35",1435,"1202,68"
2020-05-11,07904,Madrid-Salamanca,73,"49,96",1600,"1095,11"
2020-05-11,07901,Madrid-Centro,51,"37,82",1130,"837,98"
2020-05-11,07902,Madrid-Arganzuela,72,"46,81",1550,"1007,78"
2020-05-11,07905,Madrid-Chamartín,91,"62,39",1583,"1085,37"
2020-05-11,07906,Madrid-Tetuán,72,"45,56",2079,"1315,63"
2020-05-11,07907,Madrid-Chamberí,76,"54,53",1505,"1079,79"
2020-05-11,07908,Madrid-Fuencarral-El Pardo,112,"45,54",2916,"1185,66"
2020-05-11,07909,Madrid-Moncloa-Aravaca,95,"79,55",1341,"1122,94"
2020-05-11,07910,Madrid-Latina,152,"63,81",2700,"1133,42"
2020-05-11,07911,Madrid-Carabanchel,128,"50,57",2616,"1033,59"
2020-05-11,07912,Madrid-Usera,50,"35,78",1361,"973,94"
2020-05-11,07913,Madrid-Puente de Vallecas,126,"53,65",2978,"1268,01"
2020-05-11,07920,Madrid-San Blas-Canillejas,68,43,1422,"899,19"
2020-05-11,07921,Madrid-Barajas,9,"18,39",419,"856,06"
2020-05-11,07914,Madrid-Moratalaz,45,"47,58",1289,"1363,01"
2020-05-11,07915,Madrid-Ciudad Lineal,87,"40,22",2155,"996,38"
2020-05-11,07916,Madrid-Hortaleza,47,"24,98",1699,"902,83"
2020-05-11,07917,Madrid-Villaverde,56,"37,6",1386,"930,54"
2020-05-11,07918,Madrid-Villa de Vallecas,39,"35,34",1190,"1078,24"
2020-05-11,07919,Madrid-Vicálvaro,41,"56,87",779,"1080,58"
2020-05-11,28115,Pozuelo de Alarcón,48,"55,54",766,"886,35"
2020-05-11,28007,Alcorcón,91,"53,37",1805,"1058,56"
2020-05-11,28096,Navalcarnero,13,"44,37",171,"583,66"
2020-05-11,28129,San Agustín del Guadalix,,"37,37",62,"463,41"
