Fecha,Caudal,Estado
2024-10-28 15:35:00,0,
2024-10-28 15:40:00,0,
2024-10-28 15:45:00,0,
2024-10-28 15:50:00,0,
2024-10-28 15:55:00,0,
2024-10-28 16:00:00,0,
2024-10-28 16:05:00,0,
2024-10-28 16:10:00,0,
2024-10-28 16:15:00,0,
2024-10-28 16:20:00,0,
2024-10-28 16:25:00,0,
2024-10-28 16:30:00,0,
2024-10-28 16:35:00,0,
2024-10-28 16:40:00,0,
2024-10-28 16:45:00,0,
2024-10-28 16:50:00,0,
2024-10-28 16:55:00,0,
2024-10-28 17:00:00,0,
2024-10-28 17:05:00,0,
2024-10-28 17:10:00,0,
2024-10-28 17:15:00,0,
2024-10-28 17:20:00,0,
2024-10-28 17:25:00,0,
2024-10-28 17:30:00,0,
2024-10-28 17:35:00,0,
2024-10-28 17:40:00,0,
2024-10-28 17:45:00,0,
2024-10-28 17:50:00,0,
2024-10-28 17:55:00,0,
2024-10-28 18:00:00,0,
2024-10-28 18:05:00,0,
2024-10-28 18:10:00,0,
2024-10-28 18:15:00,0,
2024-10-28 18:20:00,0,
2024-10-28 18:25:00,0,
2024-10-28 18:30:00,0,
2024-10-28 18:35:00,0,
2024-10-28 18:40:00,0,
2024-10-28 18:45:00,0,
2024-10-28 18:50:00,0,
2024-10-28 18:55:00,0,
2024-10-28 19:00:00,0,
2024-10-28 19:05:00,0,
2024-10-28 19:10:00,0,
2024-10-28 19:15:00,0,
2024-10-28 19:20:00,0,
2024-10-28 19:25:00,0,
2024-10-28 19:30:00,0,
2024-10-28 19:35:00,0,
2024-10-28 19:40:00,0,
2024-10-28 19:45:00,0,
2024-10-28 19:50:00,0,
2024-10-28 19:55:00,0,
2024-10-28 20:00:00,0,
2024-10-28 20:05:00,0,
2024-10-28 20:10:00,0,
2024-10-28 20:15:00,0,
2024-10-28 20:20:00,0,
2024-10-28 20:25:00,0,
2024-10-28 20:30:00,0,
2024-10-28 20:35:00,0,
2024-10-28 20:40:00,0,
2024-10-28 20:45:00,0,
2024-10-28 20:50:00,0,
2024-10-28 20:55:00,0,
2024-10-28 21:00:00,0,
2024-10-28 21:05:00,0,
2024-10-28 21:10:00,0,
2024-10-28 21:15:00,0,
2024-10-28 21:20:00,0,
2024-10-28 21:25:00,0,
2024-10-28 21:30:00,0,
2024-10-28 21:35:00,0,
2024-10-28 21:40:00,0,
2024-10-28 21:45:00,0,
2024-10-28 21:50:00,0,
2024-10-28 21:55:00,0,
2024-10-28 22:00:00,0,
2024-10-28 22:05:00,0,
2024-10-28 22:10:00,0,
2024-10-28 22:15:00,0,
2024-10-28 22:20:00,0,
2024-10-28 22:25:00,0,
2024-10-28 22:30:00,0,
2024-10-28 22:35:00,0,
2024-10-28 22:40:00,0,
2024-10-28 22:45:00,0,
2024-10-28 22:50:00,0,
2024-10-28 22:55:00,0,
2024-10-28 23:00:00,0,
2024-10-28 23:05:00,0,
2024-10-28 23:10:00,0,
2024-10-28 23:15:00,0,
2024-10-28 23:20:00,0,
2024-10-28 23:25:00,0,
2024-10-28 23:30:00,0,
2024-10-28 23:35:00,0,
2024-10-28 23:40:00,0,
2024-10-28 23:45:00,0,
2024-10-28 23:50:00,0,
2024-10-28 23:55:00,0,
2024-10-29 00:00:00,0,
2024-10-29 00:05:00,0,
2024-10-29 00:10:00,0,
2024-10-29 00:15:00,0,
2024-10-29 00:20:00,0,
2024-10-29 00:25:00,0,
2024-10-29 00:30:00,0,
2024-10-29 00:35:00,0,
2024-10-29 00:40:00,0,
2024-10-29 00:45:00,0,
2024-10-29 00:50:00,0,
2024-10-29 00:55:00,0,
2024-10-29 01:00:00,0,
2024-10-29 01:05:00,0,
2024-10-29 01:10:00,0,
2024-10-29 01:15:00,0,
2024-10-29 01:20:00,0,
2024-10-29 01:25:00,0,
2024-10-29 01:30:00,0,
2024-10-29 01:35:00,0,
2024-10-29 01:40:00,0,
2024-10-29 01:45:00,0,
2024-10-29 01:50:00,0,
2024-10-29 01:55:00,0,
2024-10-29 02:00:00,0,
2024-10-29 02:05:00,0,
2024-10-29 02:10:00,0,
2024-10-29 02:15:00,0,
2024-10-29 02:20:00,0,
2024-10-29 02:25:00,0,
2024-10-29 02:30:00,0,
2024-10-29 02:35:00,0,
2024-10-29 02:40:00,0,
2024-10-29 02:45:00,0,
2024-10-29 02:50:00,0,
2024-10-29 02:55:00,0,
2024-10-29 03:00:00,0,
2024-10-29 03:05:00,0,
2024-10-29 03:10:00,0,
2024-10-29 03:15:00,0,
2024-10-29 03:20:00,0,
2024-10-29 03:25:00,0,
2024-10-29 03:30:00,0,
2024-10-29 03:35:00,0,
2024-10-29 03:40:00,0,
2024-10-29 03:45:00,0,
2024-10-29 03:50:00,0,
2024-10-29 03:55:00,0,
2024-10-29 04:00:00,0,
2024-10-29 04:05:00,0,
2024-10-29 04:10:00,0,
2024-10-29 04:15:00,0,
2024-10-29 04:20:00,0,
2024-10-29 04:25:00,0,
2024-10-29 04:30:00,0,
2024-10-29 04:35:00,0,
2024-10-29 04:40:00,0,
2024-10-29 04:45:00,0,
2024-10-29 04:50:00,0,
2024-10-29 04:55:00,0,
2024-10-29 05:00:00,0,
2024-10-29 05:05:00,0,
2024-10-29 05:10:00,0,
2024-10-29 05:15:00,0,
2024-10-29 05:20:00,0,
2024-10-29 05:25:00,0,
2024-10-29 05:30:00,0,
2024-10-29 05:35:00,0,
2024-10-29 05:40:00,0,
2024-10-29 05:45:00,0,
2024-10-29 05:50:00,0,
2024-10-29 05:55:00,0,
2024-10-29 06:00:00,0,
2024-10-29 06:05:00,0,
2024-10-29 06:10:00,0,
2024-10-29 06:15:00,0,
2024-10-29 06:20:00,0,
2024-10-29 06:25:00,0,
2024-10-29 06:30:00,0,
2024-10-29 06:35:00,0,
2024-10-29 06:40:00,0,
2024-10-29 06:45:00,0,
2024-10-29 06:50:00,0,
2024-10-29 06:55:00,0,
2024-10-29 07:00:00,0,
2024-10-29 07:05:00,0,
2024-10-29 07:10:00,0,
2024-10-29 07:15:00,0,
2024-10-29 07:20:00,0,
2024-10-29 07:25:00,0,
2024-10-29 07:30:00,0,
2024-10-29 07:35:00,0,
2024-10-29 07:40:00,0,
2024-10-29 07:45:00,0,
2024-10-29 07:50:00,0,
2024-10-29 07:55:00,0,
2024-10-29 08:00:00,0,
2024-10-29 08:05:00,0,
2024-10-29 08:10:00,0,
2024-10-29 08:15:00,0,
2024-10-29 08:20:00,0,
2024-10-29 08:25:00,0,
2024-10-29 08:30:00,0,
2024-10-29 08:35:00,0,
2024-10-29 08:40:00,0,
2024-10-29 08:45:00,0,
2024-10-29 08:50:00,0,
2024-10-29 08:55:00,0,
2024-10-29 09:00:00,0,
2024-10-29 09:05:00,0,
2024-10-29 09:10:00,0,
2024-10-29 09:15:00,0,
2024-10-29 09:20:00,0,
2024-10-29 09:25:00,0,
2024-10-29 09:30:00,0,
2024-10-29 09:35:00,0,
2024-10-29 09:40:00,0,
2024-10-29 09:45:00,0,
2024-10-29 09:50:00,0,
2024-10-29 09:55:00,0,
2024-10-29 10:00:00,0,
2024-10-29 10:05:00,0,
2024-10-29 10:10:00,0,
2024-10-29 10:15:00,0,
2024-10-29 10:20:00,0,
2024-10-29 10:25:00,0,
2024-10-29 10:30:00,0,
2024-10-29 10:35:00,0,
2024-10-29 10:40:00,0,
2024-10-29 10:45:00,0,
2024-10-29 10:50:00,0,
2024-10-29 10:55:00,0,
2024-10-29 11:00:00,"0,295",
2024-10-29 11:05:00,"1,122",
2024-10-29 11:10:00,"2,802",
2024-10-29 11:15:00,"2,802",
2024-10-29 11:20:00,"26,757",
2024-10-29 11:25:00,"57,633",
2024-10-29 11:30:00,"208,207",
2024-10-29 11:35:00,"257,751",
2024-10-29 11:40:00,"264,438",
2024-10-29 11:45:00,"260,182",
2024-10-29 11:50:00,"257,143",
2024-10-29 11:55:00,"251,976",
2024-10-29 12:00:00,"248,632",
2024-10-29 12:05:00,"248,632",
2024-10-29 12:10:00,"248,632",
2024-10-29 12:15:00,"248,632",
2024-10-29 12:20:00,"205,167",
2024-10-29 12:25:00,"195,802",
2024-10-29 12:30:00,"187,654",
2024-10-29 12:35:00,"180,247",
2024-10-29 12:40:00,"173,827",
2024-10-29 12:45:00,"167,654",
2024-10-29 12:50:00,"161,728",
2024-10-29 12:55:00,"154,568",
2024-10-29 13:00:00,"154,568",
2024-10-29 13:05:00,"154,568",
2024-10-29 13:10:00,"154,568",
2024-10-29 13:15:00,"126,667",
2024-10-29 13:20:00,120,
2024-10-29 13:25:00,"114,074",
2024-10-29 13:30:00,"107,16",
2024-10-29 13:35:00,"100,988",
2024-10-29 13:40:00,"95,556",
2024-10-29 13:45:00,"90,909",
2024-10-29 13:50:00,"86,061",
2024-10-29 13:55:00,"81,212",
2024-10-29 14:00:00,"76,627",
2024-10-29 14:05:00,"76,627",
2024-10-29 14:10:00,"68,817",
2024-10-29 14:15:00,"68,817",
2024-10-29 14:20:00,"61,893",
2024-10-29 14:25:00,"61,893",
2024-10-29 14:30:00,"55,858",
2024-10-29 14:35:00,"55,858",
2024-10-29 14:40:00,50,
2024-10-29 14:45:00,50,
2024-10-29 14:50:00,50,
2024-10-29 14:55:00,"42,941",
2024-10-29 15:00:00,"40,441",
2024-10-29 15:05:00,"40,441",
2024-10-29 15:10:00,"40,441",
2024-10-29 15:15:00,"40,441",
2024-10-29 15:20:00,"40,441",
2024-10-29 15:25:00,"40,441",
2024-10-29 15:30:00,"40,441",
2024-10-29 15:35:00,"40,441",
2024-10-29 15:40:00,"40,441",
2024-10-29 15:45:00,"40,441",
2024-10-29 15:50:00,"28,703",
2024-10-29 15:55:00,"28,703",
2024-10-29 16:00:00,"28,703",
2024-10-29 16:05:00,"28,703",
2024-10-29 16:10:00,"28,703",
2024-10-29 16:15:00,"33,382",
2024-10-29 16:20:00,"33,382",
2024-10-29 16:25:00,"37,206",
2024-10-29 16:30:00,"37,206",
2024-10-29 16:35:00,"43,824",
2024-10-29 16:40:00,"47,941",
2024-10-29 16:45:00,"52,663",
2024-10-29 16:50:00,"58,343",
2024-10-29 16:55:00,"64,379",
2024-10-29 17:00:00,"71,657",
2024-10-29 17:05:00,"81,212",
2024-10-29 17:10:00,"95,152",
2024-10-29 17:15:00,"111,605",
2024-10-29 17:20:00,"129,63",
2024-10-29 17:25:00,"151,605",
2024-10-29 17:30:00,"197,284",
2024-10-29 17:35:00,"280,547",
2024-10-29 17:40:00,"280,547",
2024-10-29 17:45:00,"493,333",
2024-10-29 17:50:00,"584,647",
2024-10-29 17:55:00,"691,021",
2024-10-29 18:00:00,"809,594",
2024-10-29 18:05:00,"993,604",
2024-10-29 18:10:00,"1199,762",
2024-10-29 18:15:00,"1387,039",
2024-10-29 18:20:00,"1540,397",
2024-10-29 18:25:00,"1686,755",
2024-10-29 18:30:00,"1756,953",
2024-10-29 18:35:00,"1756,953",
2024-10-29 18:40:00,"1891,391",
2024-10-29 18:45:00,"1941,059",
2024-10-29 18:50:00,"2015,128",
2024-10-29 18:55:00,"2282,904",
2024-10-29 19:00:00,,"FALLO"
2024-10-29 19:05:00,,"FALLO"
2024-10-29 19:10:00,,"FALLO"
2024-10-29 19:15:00,,"FALLO"
2024-10-29 19:20:00,,"FALLO"
2024-10-29 19:25:00,,"FALLO"
2024-10-29 19:30:00,,"FALLO"
2024-10-29 19:35:00,,"FALLO"
2024-10-29 19:40:00,,"FALLO"
2024-10-29 19:45:00,,"FALLO"
2024-10-29 19:50:00,,"FALLO"
2024-10-29 19:55:00,,"FALLO"
2024-10-29 20:00:00,,"FALLO"
2024-10-29 20:05:00,,"FALLO"
2024-10-29 20:10:00,,"FALLO"
2024-10-29 20:15:00,,"FALLO"
2024-10-29 20:20:00,,"FALLO"
2024-10-29 20:25:00,,"FALLO"
2024-10-29 20:30:00,,"FALLO"
2024-10-29 20:35:00,,"FALLO"
2024-10-29 20:40:00,,"FALLO"
2024-10-29 20:45:00,,"FALLO"
2024-10-29 20:50:00,,"FALLO"
2024-10-29 20:55:00,,"FALLO"
2024-10-29 21:00:00,,"FALLO"
2024-10-29 21:05:00,,"FALLO"
2024-10-29 21:10:00,,"FALLO"
2024-10-29 21:15:00,,"FALLO"
2024-10-29 21:20:00,,"FALLO"
2024-10-29 21:25:00,,"FALLO"
2024-10-29 21:30:00,,"FALLO"
2024-10-29 21:35:00,,"FALLO"
2024-10-29 21:40:00,,"FALLO"
2024-10-29 21:45:00,,"FALLO"
2024-10-29 21:50:00,,"FALLO"
2024-10-29 21:55:00,,"FALLO"
2024-10-29 22:00:00,,"FALLO"
2024-10-29 22:05:00,,"FALLO"
2024-10-29 22:10:00,,"FALLO"
2024-10-29 22:15:00,,"FALLO"
2024-10-29 22:20:00,,"FALLO"
2024-10-29 22:25:00,,"FALLO"
2024-10-29 22:30:00,,"FALLO"
2024-10-29 22:35:00,,"FALLO"
2024-10-29 22:40:00,,"FALLO"
2024-10-29 22:45:00,,"FALLO"
2024-10-29 22:50:00,,"FALLO"
2024-10-29 22:55:00,,"FALLO"
2024-10-29 23:00:00,,"FALLO"
2024-10-29 23:05:00,,"FALLO"
2024-10-29 23:10:00,,"FALLO"
2024-10-29 23:15:00,,"FALLO"
2024-10-29 23:20:00,,"FALLO"
2024-10-29 23:25:00,,"FALLO"
2024-10-29 23:30:00,,"FALLO"
2024-10-29 23:35:00,,"FALLO"
2024-10-29 23:40:00,,"FALLO"
2024-10-29 23:45:00,,"FALLO"
2024-10-29 23:50:00,,"FALLO"
2024-10-29 23:55:00,,"FALLO"
2024-10-30 00:00:00,,"FALLO"
2024-10-30 00:05:00,,"FALLO"
2024-10-30 00:10:00,,"FALLO"
2024-10-30 00:15:00,,"FALLO"
2024-10-30 00:20:00,,"FALLO"
2024-10-30 00:25:00,,"FALLO"
2024-10-30 00:30:00,,"FALLO"
2024-10-30 00:35:00,,"FALLO"
2024-10-30 00:40:00,,"FALLO"
2024-10-30 00:45:00,,"FALLO"
2024-10-30 00:50:00,,"FALLO"
2024-10-30 00:55:00,,"FALLO"
2024-10-30 01:00:00,,"FALLO"
2024-10-30 01:05:00,,"FALLO"
2024-10-30 01:10:00,,"FALLO"
2024-10-30 01:15:00,,"FALLO"
2024-10-30 01:20:00,,"FALLO"
2024-10-30 01:25:00,,"FALLO"
2024-10-30 01:30:00,,"FALLO"
2024-10-30 01:35:00,,"FALLO"
2024-10-30 01:40:00,,"FALLO"
2024-10-30 01:45:00,,"FALLO"
2024-10-30 01:50:00,,"FALLO"
2024-10-30 01:55:00,,"FALLO"
2024-10-30 02:00:00,,"FALLO"
2024-10-30 02:05:00,,"FALLO"
2024-10-30 02:10:00,,"FALLO"
2024-10-30 02:15:00,,"FALLO"
2024-10-30 02:20:00,,"FALLO"
2024-10-30 02:25:00,,"FALLO"
2024-10-30 02:30:00,,"FALLO"
2024-10-30 02:35:00,,"FALLO"
2024-10-30 02:40:00,,"FALLO"
2024-10-30 02:45:00,,"FALLO"
2024-10-30 02:50:00,,"FALLO"
2024-10-30 02:55:00,,"FALLO"
2024-10-30 03:00:00,,"FALLO"
2024-10-30 03:05:00,,"FALLO"
2024-10-30 03:10:00,,"FALLO"
2024-10-30 03:15:00,,"FALLO"
2024-10-30 03:20:00,,"FALLO"
2024-10-30 03:25:00,,"FALLO"
2024-10-30 03:30:00,,"FALLO"
2024-10-30 03:35:00,,"FALLO"
2024-10-30 03:40:00,,"FALLO"
2024-10-30 03:45:00,,"FALLO"
2024-10-30 03:50:00,,"FALLO"
2024-10-30 03:55:00,,"FALLO"
2024-10-30 04:00:00,,"FALLO"
2024-10-30 04:05:00,,"FALLO"
2024-10-30 04:10:00,,"FALLO"
2024-10-30 04:15:00,,"FALLO"
2024-10-30 04:20:00,,"FALLO"
2024-10-30 04:25:00,,"FALLO"
2024-10-30 04:30:00,,"FALLO"
2024-10-30 04:35:00,,"FALLO"
2024-10-30 04:40:00,,"FALLO"
2024-10-30 04:45:00,,"FALLO"
2024-10-30 04:50:00,,"FALLO"
2024-10-30 04:55:00,,"FALLO"
2024-10-30 05:00:00,,"FALLO"
2024-10-30 05:05:00,,"FALLO"
2024-10-30 05:10:00,,"FALLO"
2024-10-30 05:15:00,,"FALLO"
2024-10-30 05:20:00,,"FALLO"
2024-10-30 05:25:00,,"FALLO"
2024-10-30 05:30:00,,"FALLO"
2024-10-30 05:35:00,,"FALLO"
2024-10-30 05:40:00,,"FALLO"
2024-10-30 05:45:00,,"FALLO"
2024-10-30 05:50:00,,"FALLO"
2024-10-30 05:55:00,,"FALLO"
2024-10-30 06:00:00,,"FALLO"
2024-10-30 06:05:00,,"FALLO"
2024-10-30 06:10:00,,"FALLO"
2024-10-30 06:15:00,,"FALLO"
2024-10-30 06:20:00,,"FALLO"
2024-10-30 06:25:00,,"FALLO"
2024-10-30 06:30:00,,"FALLO"
2024-10-30 06:35:00,,"FALLO"
2024-10-30 06:40:00,,"FALLO"
2024-10-30 06:45:00,,"FALLO"
2024-10-30 06:50:00,,"FALLO"
2024-10-30 06:55:00,,"FALLO"
2024-10-30 07:00:00,,"FALLO"
2024-10-30 07:05:00,,"FALLO"
2024-10-30 07:10:00,,"FALLO"
2024-10-30 07:15:00,,"FALLO"
2024-10-30 07:20:00,,"FALLO"
2024-10-30 07:25:00,,"FALLO"
2024-10-30 07:30:00,,"FALLO"
2024-10-30 07:35:00,,"FALLO"
2024-10-30 07:40:00,,"FALLO"
2024-10-30 07:45:00,,"FALLO"
2024-10-30 07:50:00,,"FALLO"
2024-10-30 07:55:00,,"FALLO"
2024-10-30 08:00:00,,"FALLO"
2024-10-30 08:05:00,,"FALLO"
2024-10-30 08:10:00,,"FALLO"
2024-10-30 08:15:00,,"FALLO"
2024-10-30 08:20:00,,"FALLO"
2024-10-30 08:25:00,,"FALLO"
2024-10-30 08:30:00,,"FALLO"
2024-10-30 08:35:00,,"FALLO"
2024-10-30 08:40:00,,"FALLO"
2024-10-30 08:45:00,,"FALLO"
2024-10-30 08:50:00,,"FALLO"
2024-10-30 08:55:00,,"FALLO"
2024-10-30 09:00:00,,"FALLO"
2024-10-30 09:05:00,,"FALLO"
2024-10-30 09:10:00,,"FALLO"
2024-10-30 09:15:00,,"FALLO"
2024-10-30 09:20:00,,"FALLO"
2024-10-30 09:25:00,,"FALLO"
2024-10-30 09:30:00,,"FALLO"
2024-10-30 09:35:00,,"FALLO"
2024-10-30 09:40:00,,"FALLO"
2024-10-30 09:45:00,,"FALLO"
2024-10-30 09:50:00,,"FALLO"
2024-10-30 09:55:00,,"FALLO"
2024-10-30 10:00:00,,"FALLO"
2024-10-30 10:05:00,,"FALLO"
2024-10-30 10:10:00,,"FALLO"
2024-10-30 10:15:00,,"FALLO"
2024-10-30 10:20:00,,"FALLO"
2024-10-30 10:25:00,,"FALLO"
2024-10-30 10:30:00,,"FALLO"
2024-10-30 10:35:00,,"FALLO"
2024-10-30 10:40:00,,"FALLO"
2024-10-30 10:45:00,,"FALLO"
2024-10-30 10:50:00,,"FALLO"
2024-10-30 10:55:00,,"FALLO"
2024-10-30 11:00:00,,"FALLO"
2024-10-30 11:05:00,,"FALLO"
2024-10-30 11:10:00,,"FALLO"
2024-10-30 11:15:00,,"FALLO"
2024-10-30 11:20:00,,"FALLO"
2024-10-30 11:25:00,,"FALLO"
2024-10-30 11:30:00,,"FALLO"
2024-10-30 11:35:00,,"FALLO"
2024-10-30 11:40:00,,"FALLO"
2024-10-30 11:45:00,,"FALLO"
2024-10-30 11:50:00,,"FALLO"
2024-10-30 11:55:00,,"FALLO"
2024-10-30 12:00:00,,"FALLO"
2024-10-30 12:05:00,,"FALLO"
2024-10-30 12:10:00,,"FALLO"
2024-10-30 12:15:00,,"FALLO"
2024-10-30 12:20:00,,"FALLO"
2024-10-30 12:25:00,,"FALLO"
2024-10-30 12:30:00,,"FALLO"
2024-10-30 12:35:00,,"FALLO"
2024-10-30 12:40:00,,"FALLO"
2024-10-30 12:45:00,,"FALLO"
2024-10-30 12:50:00,,"FALLO"
2024-10-30 12:55:00,,"FALLO"
2024-10-30 13:00:00,,"FALLO"
2024-10-30 13:05:00,,"FALLO"
2024-10-30 13:10:00,,"FALLO"
2024-10-30 13:15:00,,"FALLO"
2024-10-30 13:20:00,,"FALLO"
2024-10-30 13:25:00,,"FALLO"
2024-10-30 13:30:00,,"FALLO"
2024-10-30 13:35:00,,"FALLO"
2024-10-30 13:40:00,,"FALLO"
2024-10-30 13:45:00,,"FALLO"
2024-10-30 13:50:00,,"FALLO"
2024-10-30 13:55:00,,"FALLO"
2024-10-30 14:00:00,,"FALLO"
2024-10-30 14:05:00,,"FALLO"
2024-10-30 14:10:00,,"FALLO"
2024-10-30 14:15:00,,"FALLO"
2024-10-30 14:20:00,,"FALLO"
2024-10-30 14:25:00,,"FALLO"
2024-10-30 14:30:00,,"FALLO"
2024-10-30 14:35:00,,"FALLO"
2024-10-30 14:40:00,,"FALLO"
2024-10-30 14:45:00,,"FALLO"
2024-10-30 14:50:00,,"FALLO"
2024-10-30 14:55:00,,"FALLO"
2024-10-30 15:00:00,,"FALLO"
2024-10-30 15:05:00,,"FALLO"
2024-10-30 15:10:00,,"FALLO"
2024-10-30 15:15:00,,"FALLO"
2024-10-30 15:20:00,,"FALLO"
2024-10-30 15:25:00,,"FALLO"
2024-10-30 15:30:00,,"FALLO"
2024-10-30 15:35:00,,"FALLO"
2024-10-30 15:40:00,,"FALLO"
2024-10-30 15:45:00,,"FALLO"
2024-10-30 15:50:00,,"FALLO"
2024-10-30 15:55:00,,"FALLO"
2024-10-30 16:00:00,,"FALLO"
2024-10-30 16:05:00,,"FALLO"
2024-10-30 16:10:00,,"FALLO"
2024-10-30 16:15:00,,"FALLO"
2024-10-30 16:20:00,,"FALLO"
2024-10-30 16:25:00,,"FALLO"
2024-10-30 16:30:00,,"FALLO"
2024-10-30 16:35:00,,"FALLO"
2024-10-30 16:40:00,,"FALLO"
2024-10-30 16:45:00,,"FALLO"
2024-10-30 16:50:00,,"FALLO"
2024-10-30 16:55:00,,"FALLO"
2024-10-30 17:00:00,,"FALLO"
2024-10-30 17:05:00,,"FALLO"
2024-10-30 17:10:00,,"FALLO"
2024-10-30 17:15:00,,"FALLO"
2024-10-30 17:20:00,,"FALLO"
2024-10-30 17:25:00,,"FALLO"
2024-10-30 17:30:00,,"FALLO"
2024-10-30 17:35:00,,"FALLO"
2024-10-30 17:40:00,,"FALLO"
2024-10-30 17:45:00,,"FALLO"
2024-10-30 17:50:00,,"FALLO"
2024-10-30 17:55:00,,"FALLO"
2024-10-30 18:00:00,,"FALLO"
2024-10-30 18:05:00,,"FALLO"
2024-10-30 18:10:00,,"FALLO"
2024-10-30 18:15:00,,"FALLO"
2024-10-30 18:20:00,,"FALLO"
2024-10-30 18:25:00,,"FALLO"
2024-10-30 18:30:00,,"FALLO"
2024-10-30 18:35:00,,"FALLO"
2024-10-30 18:40:00,,"FALLO"
2024-10-30 18:45:00,,"FALLO"
2024-10-30 18:50:00,,"FALLO"
2024-10-30 18:55:00,,"FALLO"
2024-10-30 19:00:00,,"FALLO"
2024-10-30 19:05:00,,"FALLO"
2024-10-30 19:10:00,,"FALLO"
2024-10-30 19:15:00,,"FALLO"
2024-10-30 19:20:00,,"FALLO"
2024-10-30 19:25:00,,"FALLO"
2024-10-30 19:30:00,,"FALLO"
2024-10-30 19:35:00,,"FALLO"
2024-10-30 19:40:00,,"FALLO"
2024-10-30 19:45:00,,"FALLO"
2024-10-30 19:50:00,,"FALLO"
2024-10-30 19:55:00,,"FALLO"
2024-10-30 20:00:00,,"FALLO"
2024-10-30 20:05:00,,"FALLO"
2024-10-30 20:10:00,,"FALLO"
2024-10-30 20:15:00,,"FALLO"
2024-10-30 20:20:00,,"FALLO"
2024-10-30 20:25:00,,"FALLO"
2024-10-30 20:30:00,,"FALLO"
2024-10-30 20:35:00,,"FALLO"
2024-10-30 20:40:00,,"FALLO"
2024-10-30 20:45:00,,"FALLO"
2024-10-30 20:50:00,,"FALLO"
2024-10-30 20:55:00,,"FALLO"
2024-10-30 21:00:00,,"FALLO"
2024-10-30 21:05:00,,"FALLO"
2024-10-30 21:10:00,,"FALLO"
2024-10-30 21:15:00,,"FALLO"
2024-10-30 21:20:00,,"FALLO"
2024-10-30 21:25:00,,"FALLO"
2024-10-30 21:30:00,,"FALLO"
2024-10-30 21:35:00,,"FALLO"
2024-10-30 21:40:00,,"FALLO"
2024-10-30 21:45:00,,"FALLO"
2024-10-30 21:50:00,,"FALLO"
2024-10-30 21:55:00,,"FALLO"
2024-10-30 22:00:00,,"FALLO"
2024-10-30 22:05:00,,"FALLO"
2024-10-30 22:10:00,,"FALLO"
2024-10-30 22:15:00,,"FALLO"
2024-10-30 22:20:00,,"FALLO"
2024-10-30 22:25:00,,"FALLO"
2024-10-30 22:30:00,,"FALLO"
2024-10-30 22:35:00,,"FALLO"
2024-10-30 22:40:00,,"FALLO"
2024-10-30 22:45:00,,"FALLO"
2024-10-30 22:50:00,,"FALLO"
2024-10-30 22:55:00,,"FALLO"
2024-10-30 23:00:00,,"FALLO"
2024-10-30 23:05:00,,"FALLO"
2024-10-30 23:10:00,,"FALLO"
2024-10-30 23:15:00,,"FALLO"
2024-10-30 23:20:00,,"FALLO"
2024-10-30 23:25:00,,"FALLO"
2024-10-30 23:30:00,,"FALLO"
2024-10-30 23:35:00,,"FALLO"
2024-10-30 23:40:00,,"FALLO"
2024-10-30 23:45:00,,"FALLO"
2024-10-30 23:50:00,,"FALLO"
2024-10-30 23:55:00,,"FALLO"
2024-10-31 00:00:00,,"FALLO"
2024-10-31 00:05:00,,"FALLO"
2024-10-31 00:10:00,,"FALLO"
2024-10-31 00:15:00,,"FALLO"
2024-10-31 00:20:00,,"FALLO"
