Fecha,cod_ine,CCAA,Casos_Diagnosticados,Fallecidos,Hospitalizados,UCI
2020-06-08,07,Castilla y León,33,7,9,0
2020-06-09,07,Castilla y León,31,3,4,0
2020-06-10,07,Castilla y León,29,5,7,1
2020-06-11,07,Castilla y León,26,5,4,0
2020-06-12,07,Castilla y León,24,5,4,0
2020-06-13,07,Castilla y León,10,3,6,1
2020-06-14,07,Castilla y León,1,1,6,0
2020-06-15,07,Castilla y León,18,6,8,0
2020-06-16,07,Castilla y León,44,3,0,0
2020-06-17,07,Castilla y León,26,7,5,1
2020-06-18,07,Castilla y León,13,3,4,0
2020-06-19,07,Castilla y León,12,4,4,0
2020-06-20,07,Castilla y León,18,3,4,0
2020-06-21,07,Castilla y León,5,6,5,1
2020-06-22,07,Castilla y León,18,0,4,2
2020-06-23,07,Castilla y León,29,1,1,1
2020-06-24,07,Castilla y León,19,1,5,0
2020-06-25,07,Castilla y León,20,1,3,0
2020-06-26,07,Castilla y León,21,2,5,1
2020-06-27,07,Castilla y León,13,2,4,2
2020-06-28,07,Castilla y León,2,2,4,0
2020-06-29,07,Castilla y León,13,3,3,0
2020-06-30,07,Castilla y León,16,2,1,0
2020-07-01,07,Castilla y León,11,2,0,0
2020-07-02,07,Castilla y León,10,0,3,0
2020-07-03,07,Castilla y León,13,1,3,0
2020-07-04,07,Castilla y León,8,1,1,0
2020-07-06,07,Castilla y León,8,1,1,0
2020-07-07,07,Castilla y León,10,1,1,1
2020-07-08,07,Castilla y León,10,1,0,0
2020-07-09,07,Castilla y León,9,0,2,0
2020-07-10,07,Castilla y León,16,1,3,0
2020-07-11,07,Castilla y León,13,1,1,0
2020-07-12,07,Castilla y León,7,0,2,0
2020-07-13,07,Castilla y León,18,0,2,0
2020-07-14,07,Castilla y León,17,0,1,0
2020-07-15,07,Castilla y León,16,1,0,0
2020-07-16,07,Castilla y León,21,0,3,0
2020-07-17,07,Castilla y León,18,0,0,0
2020-07-18,07,Castilla y León,15,0,2,0
2020-07-19,07,Castilla y León,13,1,4,1
2020-07-20,07,Castilla y León,35,0,7,1
2020-07-21,07,Castilla y León,19,0,5,0
2020-07-22,07,Castilla y León,18,0,2,1
2020-07-23,07,Castilla y León,46,0,4,0
2020-07-24,07,Castilla y León,30,1,0,0
2020-07-25,07,Castilla y León,19,0,2,0
2020-07-26,07,Castilla y León,5,0,4,0
2020-07-27,07,Castilla y León,48,0,6,1
2020-07-28,07,Castilla y León,53,0,2,0
2020-07-29,07,Castilla y León,60,0,3,0
2020-07-30,07,Castilla y León,94,0,7,0
2020-07-31,07,Castilla y León,165,0,7,0
2020-08-01,07,Castilla y León,62,1,7,0
2020-08-02,07,Castilla y León,49,0,4,0
2020-08-03,07,Castilla y León,58,1,9,1
2020-08-04,07,Castilla y León,189,0,7,0
2020-08-05,07,Castilla y León,242,0,8,0
2020-08-06,07,Castilla y León,153,1,10,1
2020-08-07,07,Castilla y León,298,0,16,0
2020-08-08,07,Castilla y León,180,1,8,0
2020-08-09,07,Castilla y León,241,1,8,0
2020-08-10,07,Castilla y León,163,0,13,0
2020-08-11,07,Castilla y León,217,1,14,0
2020-08-12,07,Castilla y León,277,1,11,0
2020-08-13,07,Castilla y León,323,1,12,2
2020-08-14,07,Castilla y León,380,3,18,1
2020-08-15,07,Castilla y León,252,0,13,1
2020-08-16,07,Castilla y León,212,0,24,4
2020-08-17,07,Castilla y León,239,1,19,1
2020-08-18,07,Castilla y León,361,0,19,0
2020-08-19,07,Castilla y León,445,2,23,2
2020-08-20,07,Castilla y León,543,1,24,1
2020-08-21,07,Castilla y León,370,0,25,3
2020-08-22,07,Castilla y León,216,4,22,2
2020-08-23,07,Castilla y León,253,1,21,0
2020-08-24,07,Castilla y León,385,3,34,2
2020-08-25,07,Castilla y León,564,4,34,4
2020-08-26,07,Castilla y León,408,4,36,1
2020-08-27,07,Castilla y León,623,4,41,1
2020-08-28,07,Castilla y León,531,8,41,4
2020-08-29,07,Castilla y León,533,5,37,1
2020-08-30,07,Castilla y León,351,4,16,7
2020-08-31,07,Castilla y León,276,8,30,3
2020-09-01,07,Castilla y León,356,1,37,3
2020-09-02,07,Castilla y León,435,3,21,3
2020-09-03,07,Castilla y León,614,3,30,2
2020-09-04,07,Castilla y León,569,5,41,2
2020-09-05,07,Castilla y León,597,5,36,2
2020-09-06,07,Castilla y León,574,5,42,3
2020-09-07,07,Castilla y León,377,5,38,3
2020-09-08,07,Castilla y León,680,3,36,4
2020-09-09,07,Castilla y León,580,6,34,1
2020-09-10,07,Castilla y León,947,3,32,2
2020-09-11,07,Castilla y León,884,5,55,2
2020-09-12,07,Castilla y León,659,9,51,4
2020-09-13,07,Castilla y León,452,7,43,5
2020-09-14,07,Castilla y León,467,6,57,1
2020-09-15,07,Castilla y León,858,8,47,2
2020-09-16,07,Castilla y León,815,4,65,5
2020-09-17,07,Castilla y León,894,10,68,3
2020-09-18,07,Castilla y León,898,9,71,6
2020-09-19,07,Castilla y León,787,7,53,8
2020-09-20,07,Castilla y León,488,10,54,6
2020-09-21,07,Castilla y León,507,12,73,5
2020-09-22,07,Castilla y León,726,7,49,4
2020-09-23,07,Castilla y León,945,12,72,6
2020-09-24,07,Castilla y León,1072,9,58,7
2020-09-25,07,Castilla y León,1003,14,79,5
2020-09-26,07,Castilla y León,651,7,65,4
2020-09-27,07,Castilla y León,332,13,64,4
2020-09-28,07,Castilla y León,415,13,65,11
2020-09-29,07,Castilla y León,771,10,89,6
2020-09-30,07,Castilla y León,944,15,78,6
2020-10-01,07,Castilla y León,866,18,77,5
2020-10-02,07,Castilla y León,890,15,66,9
2020-10-03,07,Castilla y León,498,19,69,4
2020-10-04,07,Castilla y León,409,8,69,5
2020-10-05,07,Castilla y León,575,15,57,5
2020-10-06,07,Castilla y León,811,18,90,5
2020-10-07,07,Castilla y León,1054,24,95,6
2020-10-08,07,Castilla y León,1192,15,108,6
2020-10-09,07,Castilla y León,1055,19,91,2
2020-10-10,07,Castilla y León,909,17,69,4
2020-10-11,07,Castilla y León,497,10,78,6
2020-10-12,07,Castilla y León,538,17,84,6
2020-10-13,07,Castilla y León,812,19,95,6
2020-10-14,07,Castilla y León,1081,15,111,8
2020-10-15,07,Castilla y León,1412,20,110,6
2020-10-16,07,Castilla y León,1367,6,124,6
2020-10-17,07,Castilla y León,1213,23,89,8
2020-10-18,07,Castilla y León,699,22,106,8
2020-10-19,07,Castilla y León,1064,21,125,10
2020-10-20,07,Castilla y León,1489,25,152,11
2020-10-21,07,Castilla y León,1809,15,144,4
2020-10-22,07,Castilla y León,2043,23,146,9
2020-10-23,07,Castilla y León,2130,28,137,6
2020-10-24,07,Castilla y León,1265,30,107,6
2020-10-25,07,Castilla y León,929,18,111,4
2020-10-26,07,Castilla y León,1132,19,137,6
2020-10-27,07,Castilla y León,1972,21,142,3
2020-10-28,07,Castilla y León,1993,28,143,5
2020-10-29,07,Castilla y León,2328,32,140,11
2020-10-30,07,Castilla y León,2058,21,166,8
2020-10-31,07,Castilla y León,1727,24,143,10
2020-11-01,07,Castilla y León,902,25,128,5
2020-11-02,07,Castilla y León,996,34,138,9
2020-11-03,07,Castilla y León,1255,22,161,7
2020-11-04,07,Castilla y León,1989,42,131,11
2020-11-05,07,Castilla y León,1991,32,157,10
2020-11-06,07,Castilla y León,2161,39,186,4
2020-11-07,07,Castilla y León,1630,32,132,4
2020-11-08,07,Castilla y León,1128,25,126,13
2020-11-09,07,Castilla y León,1156,39,138,5
2020-11-10,07,Castilla y León,1865,27,171,7
2020-11-11,07,Castilla y León,1618,31,153,6
2020-11-12,07,Castilla y León,2069,29,119,8
2020-11-13,07,Castilla y León,1565,25,134,10
2020-11-14,07,Castilla y León,1158,24,105,4
2020-11-15,07,Castilla y León,618,29,71,3
2020-11-16,07,Castilla y León,936,33,131,4
2020-11-17,07,Castilla y León,1542,43,101,8
2020-11-18,07,Castilla y León,1333,32,103,2
2020-11-19,07,Castilla y León,1095,31,97,8
2020-11-20,07,Castilla y León,911,28,104,4
2020-11-21,07,Castilla y León,652,23,69,6
2020-11-22,07,Castilla y León,416,29,59,5
2020-11-23,07,Castilla y León,621,28,64,6
2020-11-24,07,Castilla y León,700,32,66,5
2020-11-25,07,Castilla y León,629,19,49,1
2020-11-26,07,Castilla y León,667,25,53,4
2020-11-27,07,Castilla y León,608,21,44,2
2020-11-28,07,Castilla y León,291,24,43,2
2020-11-29,07,Castilla y León,202,9,28,2
2020-11-30,07,Castilla y León,7,2,4,0
2020-01-17,03,Asturias,0,0,1,0
2020-01-20,03,Asturias,0,0,1,0
2020-01-30,03,Asturias,0,0,1,0
2020-02-10,03,Asturias,0,0,1,0
2020-02-17,03,Asturias,0,0,2,0
2020-02-25,03,Asturias,0,0,1,1
2020-02-29,03,Asturias,1,0,2,1
2020-03-01,03,Asturias,0,0,1,0
2020-03-02,03,Asturias,0,0,1,0
2020-03-03,03,Asturias,2,0,1,0
2020-03-04,03,Asturias,2,0,0,0
2020-03-05,03,Asturias,0,0,1,0
2020-03-06,03,Asturias,3,0,5,0
2020-03-07,03,Asturias,1,0,0,0
2020-03-08,03,Asturias,2,0,2,0
2020-03-09,03,Asturias,5,0,3,0
2020-03-10,03,Asturias,17,0,6,1
2020-03-11,03,Asturias,5,0,3,0
2020-03-12,03,Asturias,3,1,7,0
2020-03-13,03,Asturias,46,0,6,1
2020-03-14,03,Asturias,39,0,7,0
2020-03-15,03,Asturias,37,0,5,0
2020-03-16,03,Asturias,65,0,11,3
2020-03-17,03,Asturias,45,0,20,3
2020-03-18,03,Asturias,41,0,24,2
2020-03-19,03,Asturias,119,2,29,3
2020-03-20,03,Asturias,95,3,29,5
2020-03-21,03,Asturias,49,5,33,4
2020-03-22,03,Asturias,52,10,30,3
2020-03-23,03,Asturias,133,4,36,5
2020-03-24,03,Asturias,58,3,36,9
2020-03-25,03,Asturias,80,0,43,10
2020-03-26,03,Asturias,69,10,45,9
2020-03-27,03,Asturias,77,5,65,2
2020-03-28,03,Asturias,106,3,37,5
2020-03-29,03,Asturias,64,12,33,4
2020-03-30,03,Asturias,89,7,31,7
2020-03-31,03,Asturias,72,9,43,8
2020-04-01,03,Asturias,68,1,16,4
2020-04-02,03,Asturias,69,4,32,1
2020-04-03,03,Asturias,72,3,29,2
2020-04-04,03,Asturias,54,4,17,3
2020-04-05,03,Asturias,55,6,16,1
2020-04-06,03,Asturias,22,8,24,2
2020-04-07,03,Asturias,29,6,29,1
2020-04-08,03,Asturias,46,6,23,3
2020-04-09,03,Asturias,48,16,28,1
2020-04-10,03,Asturias,43,5,28,0
2020-04-11,03,Asturias,82,17,26,3
2020-04-12,03,Asturias,52,7,24,2
2020-04-13,03,Asturias,30,8,21,4
2020-04-14,03,Asturias,59,8,16,2
2020-04-15,03,Asturias,22,4,11,1
2020-04-16,03,Asturias,53,10,13,1
2020-04-17,03,Asturias,24,4,43,0
2020-04-18,03,Asturias,17,7,12,1
2020-04-19,03,Asturias,10,2,5,1
2020-04-20,03,Asturias,7,4,7,2
2020-04-21,03,Asturias,10,8,6,0
2020-04-22,03,Asturias,11,11,8,1
2020-04-23,03,Asturias,4,6,2,2
2020-04-24,03,Asturias,4,7,6,0
2020-04-25,03,Asturias,12,8,6,0
2020-04-26,03,Asturias,2,5,3,0
2020-04-27,03,Asturias,6,4,8,0
2020-04-28,03,Asturias,15,7,10,0
2020-04-29,03,Asturias,11,4,4,0
2020-04-30,03,Asturias,15,1,2,1
2020-05-01,03,Asturias,1,6,3,2
2020-05-02,03,Asturias,2,0,3,0
2020-05-03,03,Asturias,2,4,2,0
2020-05-04,03,Asturias,1,1,2,0
2020-05-05,03,Asturias,5,3,5,0
2020-05-06,03,Asturias,9,1,2,2
2020-05-07,03,Asturias,8,1,1,0
2020-05-08,03,Asturias,6,0,1,0
2020-05-09,03,Asturias,2,3,1,0
2020-05-10,03,Asturias,4,5,2,0
2020-05-11,03,Asturias,2,3,1,0
2020-05-12,03,Asturias,4,2,0,0
2020-05-13,03,Asturias,1,1,0,0
2020-05-14,03,Asturias,7,5,0,0
2020-05-15,03,Asturias,2,1,2,0
2020-05-17,03,Asturias,4,3,1,0
2020-05-18,03,Asturias,3,2,2,0
2020-05-19,03,Asturias,1,2,0,0
2020-05-20,03,Asturias,0,2,1,0
2020-05-21,03,Asturias,1,1,0,0
2020-05-23,03,Asturias,2,1,0,0
2020-05-24,03,Asturias,2,0,0,0
2020-05-26,03,Asturias,0,1,0,0
2020-05-27,03,Asturias,1,1,1,0
2020-05-28,03,Asturias,2,0,0,0
2020-05-29,03,Asturias,20,0,1,0
2020-05-30,03,Asturias,2,7,5,0
2020-05-31,03,Asturias,2,1,0,0
2020-06-03,03,Asturias,0,1,1,0
2020-06-04,03,Asturias,0,2,0,0
2020-06-05,03,Asturias,2,2,0,0
2020-06-06,03,Asturias,1,2,2,0
2020-06-07,03,Asturias,2,1,0,0
2020-06-08,03,Asturias,1,0,1,0
2020-06-09,03,Asturias,0,1,0,0
2020-06-10,03,Asturias,0,1,0,0
2020-06-11,03,Asturias,4,1,0,0
2020-06-16,03,Asturias,0,1,0,0
2020-06-20,03,Asturias,0,1,0,0
2020-06-21,03,Asturias,0,1,0,0
2020-06-30,03,Asturias,0,2,0,0
2020-07-01,03,Asturias,0,1,0,0
2020-07-07,03,Asturias,1,0,0,0
2020-07-09,03,Asturias,1,0,1,0
2020-07-13,03,Asturias,5,0,0,0
2020-07-17,03,Asturias,1,0,0,0
2020-07-18,03,Asturias,1,0,0,0
2020-07-19,03,Asturias,1,0,0,0
2020-07-20,03,Asturias,2,0,0,0
2020-07-21,03,Asturias,1,0,2,0
2020-07-22,03,Asturias,4,0,0,0
2020-07-23,03,Asturias,2,0,0,0
2020-07-24,03,Asturias,1,0,0,0
2020-07-25,03,Asturias,6,0,0,0
2020-07-26,03,Asturias,5,0,1,0
2020-07-27,03,Asturias,2,0,0,0
2020-07-28,03,Asturias,13,0,0,0
2020-07-29,03,Asturias,14,0,0,0
2020-07-30,03,Asturias,20,0,0,1
2020-07-31,03,Asturias,15,0,0,0
2020-08-01,03,Asturias,15,0,0,0
2020-08-02,03,Asturias,8,0,0,0
2020-08-03,03,Asturias,6,0,0,0
2020-08-04,03,Asturias,14,0,0,0
2020-08-05,03,Asturias,34,0,0,0
2020-08-06,03,Asturias,28,0,1,0
2020-08-07,03,Asturias,25,0,0,0
2020-08-08,03,Asturias,25,0,1,0
2020-08-09,03,Asturias,16,0,0,0
2020-08-10,03,Asturias,14,0,2,0
2020-08-11,03,Asturias,21,0,1,0
2020-08-12,03,Asturias,27,0,0,0
2020-08-13,03,Asturias,22,0,0,0
2020-08-14,03,Asturias,33,0,1,0
2020-08-15,03,Asturias,23,0,0,0
2020-08-16,03,Asturias,18,0,1,0
2020-08-17,03,Asturias,19,0,1,0
2020-08-18,03,Asturias,30,0,1,0
2020-08-19,03,Asturias,23,0,0,0
2020-08-20,03,Asturias,40,0,0,0
2020-08-21,03,Asturias,31,0,1,0
2020-08-22,03,Asturias,26,0,0,0
2020-08-23,03,Asturias,19,1,3,0
2020-08-24,03,Asturias,50,0,1,0
2020-08-25,03,Asturias,46,0,2,0
2020-08-26,03,Asturias,37,0,3,0
2020-08-27,03,Asturias,36,0,3,0
2020-08-28,03,Asturias,45,0,6,0
2020-08-29,03,Asturias,31,0,1,1
2020-08-30,03,Asturias,27,0,5,1
2020-08-31,03,Asturias,29,0,4,0
2020-09-01,03,Asturias,39,0,2,2
2020-09-02,03,Asturias,63,0,2,0
2020-09-03,03,Asturias,52,1,7,0
2020-09-04,03,Asturias,67,1,5,0
2020-09-05,03,Asturias,51,0,5,2
2020-09-06,03,Asturias,55,0,6,1
2020-09-07,03,Asturias,14,1,3,0
2020-09-08,03,Asturias,64,0,5,1
2020-09-09,03,Asturias,25,0,5,1
2020-09-10,03,Asturias,44,0,5,0
2020-09-11,03,Asturias,84,1,6,1
2020-09-12,03,Asturias,66,0,1,1
2020-09-13,03,Asturias,70,0,3,0
2020-09-14,03,Asturias,52,1,9,1
2020-09-15,03,Asturias,70,0,1,0
2020-09-16,03,Asturias,80,1,2,1
2020-09-17,03,Asturias,93,0,6,1
2020-09-18,03,Asturias,96,0,4,0
2020-09-19,03,Asturias,133,0,6,1
2020-09-20,03,Asturias,57,0,4,0
2020-09-21,03,Asturias,68,1,4,1
2020-09-22,03,Asturias,81,0,7,2
2020-09-23,03,Asturias,100,0,9,0
2020-09-24,03,Asturias,91,1,15,0
2020-09-25,03,Asturias,129,0,10,0
2020-09-26,03,Asturias,111,1,7,1
2020-09-27,03,Asturias,63,0,6,1
2020-09-28,03,Asturias,67,0,11,2
2020-09-29,03,Asturias,69,2,11,1
2020-09-30,03,Asturias,107,3,6,0
2020-10-01,03,Asturias,76,1,15,2
2020-10-02,03,Asturias,142,0,16,0
2020-10-03,03,Asturias,95,0,9,1
2020-10-04,03,Asturias,92,0,13,2
2020-10-05,03,Asturias,84,0,18,2
2020-10-06,03,Asturias,117,1,14,0
2020-10-07,03,Asturias,119,1,17,2
2020-10-08,03,Asturias,121,3,19,0
2020-10-09,03,Asturias,231,2,24,0
2020-10-10,03,Asturias,239,0,20,0
2020-10-11,03,Asturias,161,0,24,2
2020-10-12,03,Asturias,140,1,12,2
2020-10-13,03,Asturias,185,4,24,2
2020-10-14,03,Asturias,189,2,24,1
2020-10-15,03,Asturias,200,1,33,3
2020-10-16,03,Asturias,208,3,32,1
2020-10-17,03,Asturias,279,2,31,3
2020-10-18,03,Asturias,255,2,21,1
2020-10-19,03,Asturias,210,2,38,1
2020-10-20,03,Asturias,185,5,38,0
2020-10-21,03,Asturias,270,9,38,1
2020-10-22,03,Asturias,323,7,52,3
2020-10-23,03,Asturias,383,8,59,3
2020-10-24,03,Asturias,304,8,53,4
2020-10-25,03,Asturias,247,3,39,1
2020-10-26,03,Asturias,243,6,46,2
2020-10-27,03,Asturias,346,7,57,8
2020-10-28,03,Asturias,407,7,61,9
2020-10-29,03,Asturias,444,10,74,3
2020-10-30,03,Asturias,418,7,71,10
2020-10-31,03,Asturias,289,10,50,4
2020-11-01,03,Asturias,194,14,48,2
2020-11-02,03,Asturias,246,18,73,3
2020-11-03,03,Asturias,290,8,70,4
2020-11-04,03,Asturias,436,23,78,4
2020-11-05,03,Asturias,586,16,68,1
2020-11-06,03,Asturias,558,23,102,6
2020-11-07,03,Asturias,292,20,71,2
2020-11-08,03,Asturias,470,11,60,7
2020-11-09,03,Asturias,295,19,82,6
2020-11-10,03,Asturias,521,18,90,3
2020-11-11,03,Asturias,613,11,73,4
2020-11-12,03,Asturias,675,15,75,4
2020-11-13,03,Asturias,807,23,85,3
2020-11-14,03,Asturias,442,22,63,3
2020-11-15,03,Asturias,244,25,71,7
2020-11-16,03,Asturias,291,10,90,2
2020-11-17,03,Asturias,399,15,98,6
2020-11-18,03,Asturias,458,17,88,3
2020-11-19,03,Asturias,325,26,64,3
2020-11-20,03,Asturias,357,21,85,3
2020-11-21,03,Asturias,322,23,50,2
2020-11-22,03,Asturias,249,12,48,5
2020-11-23,03,Asturias,220,28,47,3
2020-11-24,03,Asturias,400,23,66,3
2020-11-25,03,Asturias,261,23,44,2
2020-11-26,03,Asturias,287,25,40,1
2020-11-27,03,Asturias,261,22,54,1
2020-11-28,03,Asturias,145,9,30,1
2020-11-29,03,Asturias,185,19,34,2
2020-11-30,03,Asturias,145,16,31,3
2020-01-21,16,País Vasco,0,0,1,0
2020-02-03,16,País Vasco,0,0,1,0
2020-02-04,16,País Vasco,0,0,1,0
2020-02-06,16,País Vasco,0,0,1,0
2020-02-07,16,País Vasco,0,0,3,1
2020-02-08,16,País Vasco,0,0,1,0
2020-02-11,16,País Vasco,0,0,2,0
2020-02-17,16,País Vasco,0,0,5,0
2020-02-19,16,País Vasco,0,0,4,0
2020-02-20,16,País Vasco,0,0,1,0
2020-02-21,16,País Vasco,0,0,2,0
2020-02-22,16,País Vasco,0,0,2,0
2020-02-23,16,País Vasco,0,0,1,0
2020-02-24,16,País Vasco,0,0,1,0
2020-02-25,16,País Vasco,0,0,3,0
2020-02-26,16,País Vasco,0,0,2,0
2020-02-27,16,País Vasco,0,0,3,1
2020-02-28,16,País Vasco,0,0,3,0
2020-02-29,16,País Vasco,0,0,3,0
2020-03-01,16,País Vasco,1,0,1,0
2020-03-02,16,País Vasco,3,0,5,0
2020-03-03,16,País Vasco,4,0,12,2
2020-03-04,16,País Vasco,4,1,6,2
2020-03-05,16,País Vasco,20,0,13,0
2020-03-06,16,País Vasco,25,0,12,1
2020-03-07,16,País Vasco,34,1,23,1
2020-03-08,16,País Vasco,46,2,14,1
2020-03-09,16,País Vasco,47,2,20,0
2020-03-10,16,País Vasco,75,0,32,3
2020-03-11,16,País Vasco,73,5,37,4
2020-03-12,16,País Vasco,81,3,52,3
2020-03-13,16,País Vasco,104,6,60,6
2020-03-14,16,País Vasco,101,2,42,1
2020-03-15,16,País Vasco,100,14,43,7
2020-03-16,16,País Vasco,102,5,77,4
2020-03-17,16,País Vasco,193,11,111,4
2020-03-18,16,País Vasco,227,19,154,8
2020-03-19,16,País Vasco,265,16,136,15
2020-03-20,16,País Vasco,329,16,200,6
2020-03-21,16,País Vasco,319,21,203,12
2020-03-22,16,País Vasco,315,21,164,15
2020-03-23,16,País Vasco,352,17,247,12
2020-03-24,16,País Vasco,579,25,325,12
2020-03-25,16,País Vasco,719,35,313,26
2020-03-26,16,País Vasco,621,26,293,24
2020-03-27,16,País Vasco,505,32,259,17
2020-03-28,16,País Vasco,574,36,208,14
2020-03-29,16,País Vasco,246,39,121,13
2020-03-30,16,País Vasco,328,41,201,10
2020-03-31,16,País Vasco,581,42,212,15
2020-04-01,16,País Vasco,483,43,201,11
2020-04-02,16,País Vasco,492,33,132,9
2020-04-03,16,País Vasco,423,50,157,7
2020-04-04,16,País Vasco,300,51,79,5
2020-04-05,16,País Vasco,197,46,51,2
2020-04-06,16,País Vasco,242,51,101,5
2020-04-07,16,País Vasco,422,47,98,1
2020-04-08,16,País Vasco,318,39,94,6
2020-04-09,16,País Vasco,281,49,62,2
2020-04-10,16,País Vasco,286,38,64,3
2020-04-11,16,País Vasco,152,42,48,2
2020-04-12,16,País Vasco,164,32,28,3
2020-04-13,16,País Vasco,175,45,41,0
2020-04-14,16,País Vasco,194,32,52,2
2020-04-15,16,País Vasco,203,29,33,0
2020-04-16,16,País Vasco,211,27,39,0
2020-04-17,16,País Vasco,127,31,28,2
2020-04-18,16,País Vasco,147,26,17,2
2020-04-19,16,País Vasco,60,23,10,2
2020-04-20,16,País Vasco,69,15,16,0
2020-04-21,16,País Vasco,133,28,25,0
2020-04-22,16,País Vasco,119,14,14,1
2020-04-23,16,País Vasco,153,16,17,1
2020-04-24,16,País Vasco,141,13,18,2
2020-04-25,16,País Vasco,68,15,11,2
2020-04-26,16,País Vasco,47,9,12,0
2020-04-27,16,País Vasco,67,13,16,1
2020-04-28,16,País Vasco,64,18,20,0
2020-04-29,16,País Vasco,87,8,11,0
2020-04-30,16,País Vasco,136,10,14,1
2020-05-01,16,País Vasco,48,12,6,0
2020-05-02,16,País Vasco,42,11,5,0
2020-05-03,16,País Vasco,16,12,3,1
2020-05-04,16,País Vasco,36,12,8,0
2020-05-05,16,País Vasco,41,9,9,1
2020-05-06,16,País Vasco,36,5,9,0
2020-05-07,16,País Vasco,57,10,9,0
2020-05-08,16,País Vasco,70,9,4,0
2020-05-09,16,País Vasco,34,7,7,0
2020-05-10,16,País Vasco,12,5,8,1
2020-05-11,16,País Vasco,37,8,4,1
2020-05-12,16,País Vasco,29,8,3,0
2020-05-13,16,País Vasco,38,1,6,0
2020-05-14,16,País Vasco,30,3,1,0
2020-05-15,16,País Vasco,29,5,1,0
2020-05-16,16,País Vasco,14,8,0,0
2020-05-17,16,País Vasco,10,2,3,0
2020-05-18,16,País Vasco,28,6,1,0
2020-05-19,16,País Vasco,23,4,2,0
2020-05-20,16,País Vasco,21,4,2,0
2020-05-21,16,País Vasco,17,4,3,1
2020-05-22,16,País Vasco,19,7,1,0
2020-05-23,16,País Vasco,6,3,4,0
2020-05-24,16,País Vasco,4,9,2,0
2020-05-25,16,País Vasco,10,3,3,1
2020-05-26,16,País Vasco,24,3,4,0
2020-05-27,16,País Vasco,8,2,1,1
2020-05-28,16,País Vasco,12,4,3,0
2020-05-29,16,País Vasco,13,6,2,0
2020-05-30,16,País Vasco,4,4,2,0
2020-05-31,16,País Vasco,2,2,0,0
2020-06-01,16,País Vasco,10,3,1,0
2020-06-02,16,País Vasco,16,5,1,0
2020-06-03,16,País Vasco,9,2,0,0
2020-06-04,16,País Vasco,8,5,3,0
2020-06-05,16,País Vasco,15,4,1,0
2020-06-06,16,País Vasco,10,4,2,0
2020-06-07,16,País Vasco,10,2,4,0
2020-06-08,16,País Vasco,21,2,3,0
2020-06-09,16,País Vasco,21,1,5,0
2020-06-10,16,País Vasco,15,3,2,0
2020-06-11,16,País Vasco,12,2,1,0
2020-06-12,16,País Vasco,28,0,5,0
2020-06-13,16,País Vasco,16,2,1,0
2020-06-14,16,País Vasco,14,0,2,0
2020-06-15,16,País Vasco,16,0,1,1
2020-06-16,16,País Vasco,18,0,0,0
2020-06-17,16,País Vasco,15,0,1,0
2020-06-18,16,País Vasco,19,1,1,0
2020-06-19,16,País Vasco,21,0,2,0
2020-06-20,16,País Vasco,12,0,0,0
2020-06-21,16,País Vasco,13,0,0,0
2020-06-22,16,País Vasco,15,0,3,1
2020-06-23,16,País Vasco,16,1,1,0
2020-06-24,16,País Vasco,21,0,0,0
2020-06-25,16,País Vasco,12,1,0,0
2020-06-26,16,País Vasco,16,0,1,1
2020-06-27,16,País Vasco,13,0,1,0
2020-06-28,16,País Vasco,5,1,0,0
2020-06-29,16,País Vasco,8,1,1,0
2020-06-30,16,País Vasco,21,0,0,0
2020-07-01,16,País Vasco,12,2,0,0
2020-07-02,16,País Vasco,16,0,0,0
2020-07-03,16,País Vasco,21,0,2,0
2020-07-04,16,País Vasco,16,0,1,0
2020-07-05,16,País Vasco,11,0,2,0
2020-07-06,16,País Vasco,26,0,1,0
2020-07-07,16,País Vasco,37,0,1,0
2020-07-08,16,País Vasco,38,0,0,0
2020-07-09,16,País Vasco,30,0,2,1
2020-07-10,16,País Vasco,37,0,1,0
2020-07-11,16,País Vasco,39,0,2,0
2020-07-12,16,País Vasco,28,1,1,0
2020-07-13,16,País Vasco,37,0,2,0
2020-07-14,16,País Vasco,63,1,3,0
2020-07-15,16,País Vasco,64,0,2,0
2020-07-16,16,País Vasco,76,0,1,0
2020-07-17,16,País Vasco,124,0,7,0
2020-07-18,16,País Vasco,218,1,4,0
2020-07-19,16,País Vasco,120,0,0,0
2020-07-20,16,País Vasco,101,0,5,1
2020-07-21,16,País Vasco,132,0,4,0
2020-07-22,16,País Vasco,144,0,12,0
2020-07-23,16,País Vasco,132,0,2,0
2020-07-24,16,País Vasco,131,0,6,2
2020-07-25,16,País Vasco,178,0,2,0
2020-07-26,16,País Vasco,87,0,4,0
2020-07-27,16,País Vasco,134,0,7,1
2020-07-28,16,País Vasco,132,0,5,0
2020-07-29,16,País Vasco,202,0,9,1
2020-07-30,16,País Vasco,185,1,11,1
2020-07-31,16,País Vasco,202,1,5,0
2020-08-01,16,País Vasco,200,1,9,0
2020-08-02,16,País Vasco,151,1,10,2
2020-08-03,16,País Vasco,210,0,10,0
2020-08-04,16,País Vasco,237,1,9,0
2020-08-05,16,País Vasco,335,0,10,0
2020-08-06,16,País Vasco,422,1,20,2
2020-08-07,16,País Vasco,392,1,24,2
2020-08-08,16,País Vasco,327,2,17,1
2020-08-09,16,País Vasco,351,1,11,0
2020-08-10,16,País Vasco,276,1,24,1
2020-08-11,16,País Vasco,393,2,23,0
